DataSource,X,Coastal,StationID,UID,Year,Season,JulianDate,Collection.Date,Sta_Desc,Latitude,Longitude,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,EDASOrder,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr,BenSampID,RepNum,Gradient,Target.Count,StreamCate,Bioregion,Bioregionsize,BioregionSeason
VDEQ_BUG,Ref,NA,2-TYE008.77,2-TYE008.77_2017_Fall,2017,Fall,248,9/5/2017,Rt. 654 Bridge,37.63416667,-78.90277778,64,Northern Piedmont,64c,Piedmont Uplands,JM27,VRO,Valley,Tye River-Brown Creek,N,JM,Brown Creek-Tye River,208020307,James River Basin,2B,James-Middle,Nelson,125,20802030701,RL_2B_120713,III, ,,,,5,5,197.9142265,134,1242,481.6494168,286.9294001,1108,0,50.37265396,13.17531622,8.751010295,50.37265396,62828.92,1123.32,2473.580863,44.22522073,NA,TYE10396,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE008.77,2-TYE008.77_2019_Spring,2019,Spring,126,5/6/2019,Rt. 654 Bridge,37.63416667,-78.90277778,64,Northern Piedmont,64c,Piedmont Uplands,JM27,VRO,Valley,Tye River-Brown Creek,N,JM,Brown Creek-Tye River,208020307,James River Basin,2B,James-Middle,Nelson,125,20802030701,RL_2B_120713,III, ,,,,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE12117,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE008.77,2-TYE008.77_2019_Fall,2019,Fall,266,9/23/2019,Rt. 654 Bridge,37.63416667,-78.90277778,64,Northern Piedmont,64c,Piedmont Uplands,JM27,VRO,Valley,Tye River-Brown Creek,N,JM,Brown Creek-Tye River,208020307,James River Basin,2B,James-Middle,Nelson,125,20802030701,RL_2B_120713,III, ,,,,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE12670,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE012.45,2-TYE012.45_2019_Spring,2019,Spring,126,5/6/2019,~0.2 miles downstream Rt. 739,37.652861,-78.944194,45,Piedmont,45e,Northern Inner Piedmont,JM27,VRO,Valley,Tye River-Brown Creek,N,JM,Brown Creek-Tye River,208020307,James River Basin,2B,James-Middle,Nelson,125,20802030701,RL_2B_124303,III, ,,,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE12118,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE012.45,2-TYE012.45_2019_Fall,2019,Fall,248,9/5/2019,~0.2 miles downstream Rt. 739,37.652861,-78.944194,45,Piedmont,45e,Northern Inner Piedmont,JM27,VRO,Valley,Tye River-Brown Creek,N,JM,Brown Creek-Tye River,208020307,James River Basin,2B,James-Middle,Nelson,125,20802030701,RL_2B_124303,III, ,,,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE12671,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE020.67,2-TYE020.67_2017_Spring,2017,Spring,142,5/22/2017, RT. 56/158 Bridge at Gaging Station,37.71527778,-78.98166667,45,Piedmont,45e,Northern Inner Piedmont,JM24,VRO,Valley,Tye River-Black Creek,N,JM,Black Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030504,RL_2B_123588,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE9823,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE020.67,2-TYE020.67_2017_Fall,2017,Fall,283,10/10/2017, RT. 56/158 Bridge at Gaging Station,37.71527778,-78.98166667,45,Piedmont,45e,Northern Inner Piedmont,JM24,VRO,Valley,Tye River-Black Creek,N,JM,Black Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030504,RL_2B_123588,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE10397,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE020.67,2-TYE020.67_2020_Spring,2020,Spring,153,6/1/2020, RT. 56/158 Bridge at Gaging Station,37.71527778,-78.98166667,45,Piedmont,45e,Northern Inner Piedmont,JM24,VRO,Valley,Tye River-Black Creek,N,JM,Black Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030504,RL_2B_123588,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE19303,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE020.67,2-TYE020.67_2020_Fall,2020,Fall,311,11/6/2020, RT. 56/158 Bridge at Gaging Station,37.71527778,-78.98166667,45,Piedmont,45e,Northern Inner Piedmont,JM24,VRO,Valley,Tye River-Black Creek,N,JM,Black Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030504,RL_2B_123588,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE19874,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE028.94,2-TYE028.94_2017_Spring,2017,Spring,142,5/22/2017,~ 720 meters upstream pvt bridge off 56,37.79978889,-79.00654167,45,Piedmont,45e,Northern Inner Piedmont,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_123995,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE9850,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE028.94,2-TYE028.94_2017_Fall,2017,Fall,283,10/10/2017,~ 720 meters upstream pvt bridge off 56,37.79978889,-79.00654167,45,Piedmont,45e,Northern Inner Piedmont,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_123995,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE10395,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-TYE028.94,2-TYE028.94_2018_Spring,2018,Spring,101,4/11/2018,~ 720 meters upstream pvt bridge off 56,37.79978889,-79.00654167,45,Piedmont,45e,Northern Inner Piedmont,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_123995,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE11130,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-TYE028.94,2-TYE028.94_2018_Fall,2018,Fall,249,9/6/2018,~ 720 meters upstream pvt bridge off 56,37.79978889,-79.00654167,45,Piedmont,45e,Northern Inner Piedmont,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_123995,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYE11514,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-WIB000.94,2-WIB000.94_2017_Spring,2017,Spring,124,5/4/2017,Upstream of Camp Bethel,37.436839,-79.785311,67,Ridge and Valley,67g,Southern Shale Valleys,JU55,BRRO,Blue Ridge,Looney Creek-Mill Creek,N,JU,Mill Creek-Looney Creek,208020114,James River Basin,2A,James-Upper,Botetourt,23,20802011403,RL_2A_070809,IV, ,,,,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WIB9954,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2-WIB000.94,2-WIB000.94_2017_Fall,2017,Fall,299,10/26/2017,Upstream of Camp Bethel,37.436839,-79.785311,67,Ridge and Valley,67g,Southern Shale Valleys,JU55,BRRO,Blue Ridge,Looney Creek-Mill Creek,N,JU,Mill Creek-Looney Creek,208020114,James River Basin,2A,James-Upper,Botetourt,23,20802011403,RL_2A_070809,IV, ,,,,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WIB10690,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2-WIC005.69,2-WIC005.69_2014_Spring,2014,Spring,147,5/27/2014,Wreck Island Ck @ Rte 683,37.4747,-78.8972,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_120205,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WIC5819,1,Riffle,200,Large,Piedmont,LargePiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2-WIC005.69,2-WIC005.69_2014_Fall,2014,Fall,329,11/25/2014,Wreck Island Ck @ Rte 683,37.4747,-78.8972,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_120205,III, ,,,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WIC6594,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2-XRA000.47,2-XRA000.47_2015_Spring,2015,Spring,70,3/11/2015,Upstream of Rt. 617,37.5532,-80.1292,67,Ridge and Valley,67g,Southern Shale Valleys,JU47,BRRO,Blue Ridge,Barbours Creek,N,JU,Barbours Creek,208020112,James River Basin,2A,James-Upper,Craig,45,20802011202,RL_2A_067046,VI, ,,Yes,,1,1,0.216626966,499,781,576.7161572,65.42544831,282,0.355126977,22.86324883,8.80438749,5.772846073,22.50812185,1965.63,967.5,77.38704966,38.09057175,NA,XRA7039,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2-XSP000.97,2-XSP000.97_2013_Spring,2013,Spring,120,4/30/2013,North of Longdale Furnace,37.8307,-79.6771,67,Ridge and Valley,67c,Northern Sandstone Ridges,JU36,BRRO,Blue Ridge,Cowpasture River-Simpson Creek,N,JU,Simpson Creek-Cowpasture River,208020108,James River Basin,2A,James-Upper,Alleghany,5,20802010803,RL_2A_076908,VI, ,,Yes,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XSP5049,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2-YST000.64,2-YST000.64_2015_Spring,2015,Spring,82,3/23/2015,Off Jennings Cr Rd 9Rt 614),37.50669444,-79.629,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072558,IV, ,,,,1,1,0.596233835,401,801,545.8183254,99.90183359,400,0,34.10123062,16.2081059,6.89735601,34.10123062,3335.13,1095.39,131.3044016,43.12561384,NA,YST6999,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2-YST000.64,2-YST000.64_2015_Fall,2015,Fall,264,9/21/2015,Off Jennings Cr Rd 9Rt 614),37.50669444,-79.629,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072558,IV, ,,,,1,1,0.596233835,401,801,545.8183254,99.90183359,400,0,34.10123062,16.2081059,6.89735601,34.10123062,3335.13,1095.39,131.3044016,43.12561384,NA,YST8181,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2-YST001.58,2-YST001.58_2020_Spring,2020,Spring,72,3/12/2020,Upstr of Yellowstone Road,37.49875,-79.639639,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072645,IV, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YST12770,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2AFAW000.01,2AFAW000.01_2018_Spring,2018,Spring,120,4/30/2018,Off Rt. 614 nr VTSSS site,37.473214,-79.598325,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072630,VI, ,,Yes,,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAW11011,1,Riffle,200,Medium,Mountain,MediumMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2AFAW000.01,2AFAW000.01_2018_Fall,2018,Fall,277,10/4/2018,Off Rt. 614 nr VTSSS site,37.473214,-79.598325,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072630,VI, ,,Yes,,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAW11355,1,Riffle,200,Medium,Mountain,MediumMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2AFAW000.01,2AFAW000.01_2020_Spring,2020,Spring,72,3/12/2020,Off Rt. 614 nr VTSSS site,37.473214,-79.598325,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072630,VI, ,,Yes,,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAW19407,1,Riffle,200,Medium,Mountain,MediumMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2AFAW000.01,2AFAW000.01_2020_Fall,2020,Fall,296,10/22/2020,Off Rt. 614 nr VTSSS site,37.473214,-79.598325,66,Blue Ridge,66a,Northern Igneous Ridges,JU57,BRRO,Blue Ridge,Jennings Creek-North Creek,N,JU,North Creek-Jennings Creek,208020115,James River Basin,2A,James-Upper,Botetourt,23,20802011502,RL_2A_072630,VI, ,,Yes,,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAW19868,1,Riffle,200,Medium,Mountain,MediumMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2AGOC000.54,2AGOC000.54_2015_Spring,2015,Spring,117,4/27/2015,Off Hunter access trail,37.93550556,-79.56506111,67,Ridge and Valley,67b,Northern Shale Valleys,JU67,VRO,Valley,Brattons Run,N,JU,Brattons Run,208020201,James River Basin,2A,James-Upper,Rockbridge,163,20802020107,RL_2A_115552,VI, ,,Yes,,1,NA,2.901953699,495,1005,749.7924876,131.9464574,510,0,34.71802139,13.99287529,6.598578203,34.71802139,5492.11,1052.53,216.2249199,41.43821135,NA,GOC7249,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2AGOC000.54,2AGOC000.54_2015_Fall,2015,Fall,252,9/9/2015,Off Hunter access trail,37.93550556,-79.56506111,67,Ridge and Valley,67b,Northern Shale Valleys,JU67,VRO,Valley,Brattons Run,N,JU,Brattons Run,208020201,James River Basin,2A,James-Upper,Rockbridge,163,20802020107,RL_2A_115552,VI, ,,Yes,,1,NA,2.901953699,495,1005,749.7924876,131.9464574,510,0,34.71802139,13.99287529,6.598578203,34.71802139,5492.11,1052.53,216.2249199,41.43821135,NA,GOC7945,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2AMRE000.68,2AMRE000.68_2017_Spring,2017,Spring,137,5/17/2017,McWilliams property,38.042972,-79.722694,67,Ridge and Valley,67b,Northern Shale Valleys,JU32,VRO,Valley,Cowpasture River-Thompson Creek,N,JU,Thompson Creek-Cowpasture River,208020107,James River Basin,2A,James-Upper,Bath,17,20802010703,RL_2A_077789,VI, ,,Yes,,1,NA,7.389966163,510,1107,797.1819997,153.5657698,597,0,42.76527405,15.43354111,6.26255608,42.76527405,3407.88,1032.69,134.1685764,40.65710857,NA,MRE9854,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2AMRE000.68,2AMRE000.68_2017_Fall,2017,Fall,278,10/5/2017,McWilliams property,38.042972,-79.722694,67,Ridge and Valley,67b,Northern Shale Valleys,JU32,VRO,Valley,Cowpasture River-Thompson Creek,N,JU,Thompson Creek-Cowpasture River,208020107,James River Basin,2A,James-Upper,Bath,17,20802010703,RL_2A_077789,VI, ,,Yes,,1,NA,7.389966163,510,1107,797.1819997,153.5657698,597,0,42.76527405,15.43354111,6.26255608,42.76527405,3407.88,1032.69,134.1685764,40.65710857,NA,MRE10403,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2AZAM000.86,2AZAM000.86_2020_Spring,2020,Spring,65,3/5/2020,"Off Lee FS Rd, upstr of power line",37.347069,-80.323581,67,Ridge and Valley,67h,Southern Sandstone Ridges,JU41,BRRO,Blue Ridge,Craig Creek-Trout Creek,N,JU,Trout Creek-Craig Creek,208020110,James River Basin,2A,James-Upper,Montgomery,121,20802011001,RL_2A_064866,IV, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZAM12773,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2BBKF002.05,2BBKF002.05_2014_Spring,2014,Spring,147,5/27/2014,Blackfoot Creek @ Rte 665,37.44177778,-78.87219444,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_119163,III, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BKF5820,1,Riffle,200,Small,Piedmont,SmallPiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2BBKF002.05,2BBKF002.05_2014_Fall,2014,Fall,329,11/25/2014,Blackfoot Creek @ Rte 665,37.44177778,-78.87219444,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_119163,III, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BKF6814,1,Riffle,200,Small,Piedmont,SmallPiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2BBKF002.05,2BBKF002.05_2015_Spring,2015,Spring,119,4/29/2015,Blackfoot Creek @ Rte 665,37.44177778,-78.87219444,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_119163,III, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BKF7295,1,Riffle,200,Small,Piedmont,SmallPiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2BBKF002.05,2BBKF002.05_2015_Fall,2015,Fall,334,11/30/2015,Blackfoot Creek @ Rte 665,37.44177778,-78.87219444,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030404,RL_2B_119163,III, ,,,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BKF7978,1,Riffle,200,Small,Piedmont,SmallPiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2BBUF006.39,2BBUF006.39_2018_Fall,2018,Fall,298,10/25/2018,Buffalo R West of Banton Lane,37.574986,-78.950072,45,Piedmont,45e,Northern Inner Piedmont,JM31,BRRO,Blue Ridge,Buffalo River-Rocky Creek,N,JM,Rocky Creek-Buffalo River,208020306,James River Basin,2B,James-Middle,Amherst,9,20802030604,RL_2B_120100,III, ,,,,4,NA,139.1434095,145,1235,317.7578384,186.5330028,1090,0,41.93174744,10.01923027,7.03389529,41.93174744,40969.35,1120.91,1612.967406,44.13033879,NA,BUF11367,1,Riffle,200,Large,Piedmont,LargePiedmontFall,PiedmontFall
VDEQ_BUG,Ref,NA,2BCBL002.86,2BCBL002.86_2013_Spring,2013,Spring,142,5/22/2013,3/4 mile downstream Maupin Field Shelter,37.8778,-79.0001,66,Blue Ridge,66a,Northern Igneous Ridges,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_124640,VI, ,,Yes,,1,1,0.403733944,710,971,851.1207888,54.99755709,261,1.122880697,35.5831337,16.07032649,6.362113224,34.460253,2423.18,1211.59,95.40083892,47.70041946,NA,CBL4599,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2BCBL002.86,2BCBL002.86_2013_Fall,2013,Fall,282,10/9/2013,3/4 mile downstream Maupin Field Shelter,37.8778,-79.0001,66,Blue Ridge,66a,Northern Igneous Ridges,JM22,VRO,Valley,Tye River-Cub Creek,N,JM,Cub Creek-Tye River,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030502,RL_2B_124640,VI, ,,Yes,,1,1,0.403733944,710,971,851.1207888,54.99755709,261,1.122880697,35.5831337,16.07032649,6.362113224,34.460253,2423.18,1211.59,95.40083892,47.70041946,NA,CBL5372,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2BPRS001.90,2BPRS001.90_2014_Spring,2014,Spring,112,4/22/2014,1 km downstream Greasy Spring Branch,37.7908,-79.1456,66,Blue Ridge,66a,Northern Igneous Ridges,JM25,VRO,Valley,Piney River-Little Piney River,N,JM,Little Piney River-Piney River,208020305,James River Basin,2B,James-Middle,Amherst,9,20802030505,RL_2B_116952,VI, ,,Yes,,2,NA,4.466767182,687,1233,984.3050144,100.7582611,546,0,41.25424576,17.22543841,6.768686876,41.25424576,1327.22,1327.22,52.25278412,52.25278412,NA,PRS6170,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2BPRS001.90,2BPRS001.90_2014_Fall,2014,Fall,259,9/16/2014,1 km downstream Greasy Spring Branch,37.7908,-79.1456,66,Blue Ridge,66a,Northern Igneous Ridges,JM25,VRO,Valley,Piney River-Little Piney River,N,JM,Little Piney River-Piney River,208020305,James River Basin,2B,James-Middle,Amherst,9,20802030505,RL_2B_116952,VI, ,,Yes,,2,NA,4.466767182,687,1233,984.3050144,100.7582611,546,0,41.25424576,17.22543841,6.768686876,41.25424576,1327.22,1327.22,52.25278412,52.25278412,NA,PRS6442,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2BRRW000.96,2BRRW000.96_2019_Spring,2019,Spring,136,5/16/2019,Along Hercules Rd,37.607431,-79.381589,66,Blue Ridge,66b,Northern Sedimentary and Metasedimentary Ridges,JM01,BRRO,Blue Ridge,James River-Otter Creek,N,JM,Otter Creek-James River,208020301,James River Basin,2B,James-Middle,Amherst,9,20802030101,RL_2B_111354,V, ,,Yes,,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRW12556,1,Riffle,200,Small,Mountain,SmallMountainSpring,MountainSpring
VDEQ_BUG,Ref,NA,2BRRW000.96,2BRRW000.96_2019_Fall,2019,Fall,308,11/4/2019,Along Hercules Rd,37.607431,-79.381589,66,Blue Ridge,66b,Northern Sedimentary and Metasedimentary Ridges,JM01,BRRO,Blue Ridge,James River-Otter Creek,N,JM,Otter Creek-James River,208020301,James River Basin,2B,James-Middle,Amherst,9,20802030101,RL_2B_111354,V, ,,Yes,,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRW19304,1,Riffle,200,Small,Mountain,SmallMountainFall,MountainFall
VDEQ_BUG,Ref,NA,2BXBA000.52,2BXBA000.52_2017_Spring,2017,Spring,81,3/22/2017,UT Joshua South of Pinecrest Ln,37.416333,-79.009361,45,Piedmont,45e,Northern Inner Piedmont,JM13,BRRO,Blue Ridge,James River-Archer Creek,N,JM,Archer Creek-James River,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030401,RL_2B_118571,III, ,,,,1,NA,0.824287953,176,324,227.9866768,24.00882465,148,0,22.75874519,6.756884189,3.460501548,22.75874519,1077.46,1077.46,42.41970795,42.41970795,NA,XBA9858,1,Riffle,200,Small,Piedmont,SmallPiedmontSpring,PiedmontSpring
VDEQ_BUG,Ref,NA,2BXBA000.52,2BXBA000.52_2017_Fall,2017,Fall,304,10/31/2017,UT Joshua South of Pinecrest Ln,37.416333,-79.009361,45,Piedmont,45e,Northern Inner Piedmont,JM13,BRRO,Blue Ridge,James River-Archer Creek,N,JM,Archer Creek-James River,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030401,RL_2B_118571,III, ,,,,1,NA,0.824287953,176,324,227.9866768,24.00882465,148,0,22.75874519,6.756884189,3.460501548,22.75874519,1077.46,1077.46,42.41970795,42.41970795,NA,XBA10643,1,Riffle,200,Small,Piedmont,SmallPiedmontFall,PiedmontFall
