DataSource,UID,StationID,BenSampID,Collection Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Adicrophleps hitchcocki,Aedes,Aeshna,Aeshnidae,Agabus,Agapetus,Agarodes,Agnetina,Agrypnia,Allocapnia,Alloperla,Alluaudomyia,Ameletus,Amercaenis,Amphiagrion,Amphinemura,Amphipoda,Anacaena,Anchytarsus,Ancylidae,Ancyronyx variegatus,Anisocentropus pyraloides,Anopheles,Anthopotamus,Antocha,Apatania,Arctopsyche,Argia,Arigomphus,Asellidae,Asioplax dolani,Atherix,Atrichopogon,Attaneuria ruralis,Attenella,Baetidae,Baetis,Baetisca,Basiaeschna janata,Beloneuria,Belostoma,Berosus,Bezzia/Palpomyia,Bidessonotus,Bittacomorpha,Blepharicera,Boyeria,Brachycentrus,Brachycercus,Branchiobdellidae,Caenis,Callibaetis,Caloparyphus,Calopterygidae,Calopteryx,Cambaridae,Canace,Capniidae,Centroptilum,Ceraclea,Ceratopogon,Ceratopogonidae,Ceratopsyche,Cercobrachys,Cernotina,Chaoborus,Chauliodes,Chelifera,Cheumatopsyche,Chimarra,Chironomidae,Chloroperlidae,Chromagrion conditum,Chrysops,Cinygmula,Clinocera,Clioperla clio,Coenagrion,Coenagrionidae,Coptotomus,Corbicula,Cordulegaster,Corduliidae,Corixidae,Corydalidae,Corydalus,Crambidae,Crangonyctidae,Cryptolabis,Culex,Culicidae,Culicoides,Cultus,Cyphon,Cyrnellus fraternus,Dannella,Dasyhelea,Desmopachria,Dibusa angata,Dicranota,Didymops transversa,Dineutus,Diphetor hageni,Diplectrona,Diploperla,Dixa,Dixella,Dixidae,Dolichopodidae,Dolophilodes,Dromogomphus,Drunella,Dryopidae,Dubiraphia,Dytiscidae,Dytiscus,Eccoptura xanthenes,Ectopria,Elmidae,Empididae,Enallagma,Enochrus,Epeorus,Ephemera,Ephemerella,Ephemerellidae,Ephemeridae,Ephoron,Ephydridae,Epiphragma,Epitheca,Erioptera,Erpetogomphus,Erpobdellidae,Erythemis,Eurylophella,Forcipomyia,Fumonta,Gammarus,Glossiphoniidae,Glossosoma,Glossosomatidae,Goera,Goeridae,Goerita,Gomphidae,Gomphus,Gyrinidae,Gyrinus,Habrophlebia vibrans,Habrophlebiodes,Hagenius brevistylus,Haliplus,Hansonoperla,Haploperla,Helichus,Helicopsyche borealis,Helochares,Helocombus bifidus,Helocordulia,Helodidae,Helophorus,Helopicus,Hemerodromia,Heptagenia,Heptageniidae,Hetaerina,Heterocloeon,Heteroplectron americanum,Heterosternuta,Hexagenia,Hexatoma,Hirudinea,Hyalella,Hybomitra,Hydaticus,Hydatophylax argus,Hydracarina,Hydraena,Hydrobiidae,Hydrobius,Hydrochus,Hydroperla,Hydrophilidae,Hydrophilus,Hydroporus,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Hydroptilidae,Ironoquia,Ischnura,Isogenoides,Isonychia,Isoperla,Iswaeon,Laccophilus,Lanthus,Lepidostoma,Leptoceridae,Leptophlebia,Leptophlebiidae,Lestes,Leucotrichia,Leucrocuta,Leucrocuta/Nixe,Leuctra,Libellula,Libellulidae,Libellulidae/Corduliidae,Limnephilidae,Limnophila,Limonia,Liodessus,Lioporeus,Lumbricidae,Lumbriculidae,Lymnaeidae,Lype diversa,Maccaffertium,Maccaffertium/Stenonema,Macdunnoa,Macromia,Macromiidae,Macronychus glabratus,Macrostemum,Malirekus hastatus,Mallochohelea,Mayatrichia,Micrasema,Microcylloepus,Molanna,Molophilus,Monohelea,Muscidae,Mystacides,Myxosargus,Naididae,Nasiaeschna pentacantha,Nectopsyche,Nemocapnia carolina,Nemouridae,Neoephemera,Neoleptophlebia,Neoperla,Neophylax,Neoplasta,Neoporus,Neotrichia,Neureclipsis,Neurocordulia,Nigronia,Nixe,Notonecta,Nyctiophylax,Ochrotrichia,Odontomyia,Oecetis,Oemopteryx contorta,Oligochaeta,Ophiogomphus,Optioservus,Oreogeton,Ormosia,Orthotrichia,Ostrocerca,Oulimnius,Oxyethira,Pachydiplax longipennis,Palaeagapetus,Palaemonetes,Paracapnia,Paragnetina,Paraleptophlebia,Paraleuctra,Paranemoura,Parapsyche,Pedicia,Peltodytes,Peltoperla,Peltoperlidae,Penelomax septentrionalis,Pericoma,Pericoma/Telmatoscopus,Perithemis,Perlesta,Perlidae,Perlinella,Perlodidae,Petrophila,Philopotamidae,Phoridae,Phryganea,Phryganeidae,Phylocentropus,Physidae,Pilaria,Piscicolidae,Pisidiidae,Planorbidae,Plathemis lydia,Platycentropus,Plauditus,Plectrocnemia,Pleuroceridae,Polycentropodidae,Polycentropus,Potamyia flava,Probezzia,Procloeon,Progomphus,Promoresia,Prosimulium,Prostoia,Prostoma,Protoplasa fitchii,Protoptila,Psephenidae,Psephenus,Pseudocloeon,Pseudolimnophila,,Psychoda,Psychodidae,Psychomyia,Psychomyiidae,Pteronarcys,Ptilostomis,Ptychoptera,Ptychopteridae,Pycnopsyche,Pycnopsyche/Hydatophylax,Ranatra,Rasvena terna,Remenus,Rhantus,Rhithrogena,Rhyacophila,Sanfilippodytes,Sciomyzidae,Scirtidae,Serratella,Serromyia,Setodes,Shipsa,Sialis,Sigara,Simuliidae,Simulium,Siphlonurus,Siphloplecton,Sisyridae,Somatochlora,Soyedina,Sparganophilidae,Sperchopsis tessellata,Sphaeromias,Stactobiella,Stegopterna,Stenacron,Stenelmis,Stenonema,Stilobezzia,Stratiomyidae,Strophopteryx,Stylogomphus,Stylurus,Suwallia,Sweltsa,Sympetrum,Syrphidae,Tabanidae,Tabanus,Taenionema atlanticum,Taeniopterygidae,Taeniopteryx,Tallaperla,Tanysphyrus,Telmatoscopus,Teloganopsis deficiens,Thaumaleidae,Theliopsyche,Timpanoga hecuba,Tipula,Tipulidae,Triaenodes,Trichoclinocera,Tricladida,Tricorythodes,Tropisternus,Tsalia berneri,Tubificidae,Uenoidae,Unionidae,Valvatidae,Viehoperla ada,Viviparidae,Wiedemannia,Wormaldia,Yugus,Zapada,Zealeuctra,Cambarus,Enchytraeidae,Choroterpes basalis
VDEQ_BUG,1BSTV000.20_2015_Fall,1BSTV000.20,STV7924,10/5/2015,2015-10-05T04:00:00Z,1,,1,2,,,,,,,,,,3,,,,,,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,21,,,,,1,,,,,,,,,,,,,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,23,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
VDEQ_BUG,1BHPY001.29_2015_Fall,1BHPY001.29,HPY8711,10/5/2015,2015-10-05T04:00:00Z,1,,,1,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,55,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,1,1,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,
VDEQ_BUG,6AFRY006.70_2015_Fall,6AFRY006.70,FRY7604,10/5/2015,2015-10-05T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,,,,4,18,4,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,18,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,13,,,,,,,,,3,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,6AHNE000.64_2015_Fall,6AHNE000.64,HNE7548,10/6/2015,2015-10-06T04:00:00Z,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,7,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,1,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,
VDEQ_BUG,9-TKY001.55_2015_Fall,9-TKY001.55,TKY7651,10/8/2015,2015-10-08T04:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,1,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,43,,58,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,4,,6,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,2-RFD002.58_2015_Fall,2-RFD002.58,RFD8421,10/8/2015,2015-10-08T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,1,,,,,,,3,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,15,,37,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,3,,6,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,4AXOK000.29_2015_Fall,4AXOK000.29,XOK8016,10/8/2015,2015-10-08T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,2,,,,,,,,,,,,,11,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,69,,2,,,,,,,,,,,2,1,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,TRUE,,,,,,,,,1,,,,3,,,,2,,,,,,,,,,,,,,,,,
VDEQ_BUG,1ABUL025.94_2015_Fall,1ABUL025.94,BUL7662,10/9/2015,2015-10-09T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,18,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,
VDEQ_BUG,3-HOR000.50_2015_Fall,3-HOR000.50,HOR7693,10/13/2015,2015-10-13T04:00:00Z,1,,,13,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,25,11,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,4,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,3-MAP002.61_2015_Fall,3-MAP002.61,MAP7695,10/13/2015,2015-10-13T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,34,36,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,
VDEQ_BUG,3-GAR004.93_2015_Fall,3-GAR004.93,GAR7692,10/14/2015,2015-10-14T04:00:00Z,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,8,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,7,,,,,11,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,,1,,,,,,,15,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,18,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,6AFOX001.69_2015_Fall,6AFOX001.69,FOX7606,10/14/2015,2015-10-14T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,12,,,,,2,,,,,,28,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,12,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,
VDEQ_BUG,6CBLC002.90_2015_Fall,6CBLC002.90,BLC7654,10/15/2015,2015-10-15T04:00:00Z,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,27,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,2,,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,2,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,4AENT001.64_2015_Fall,4AENT001.64,ENT7988,10/15/2015,2015-10-15T04:00:00Z,1,,1,4,,,,,,,,,,,,,,,,,,,1,3,,3,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,1,1,,2,,,,,,,,,,,1,2,101,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,3,,,,4,,3,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,1ACUB011.25_2015_Fall,1ACUB011.25,CUB7664,10/15/2015,2015-10-15T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,32,,,,,1,,,,,,,,,,,,,77,,27,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,9-WLS001.78_2015_Fall,9-WLS001.78,WLS7605,10/15/2015,2015-10-15T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,78,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,4,,20,,,,,3,,,,,,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,1,,,,,,,2,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,2-CNM001.75_2015_Fall,2-CNM001.75,CNM7786,10/20/2015,2015-10-20T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,19,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,6BMIA000.36_2015_Fall,6BMIA000.36,MIA7454,10/20/2015,2015-10-20T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,58,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,15,,,7,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
VDEQ_BUG,5AMHN104.32_2015_Fall,5AMHN104.32,MHN7778,10/21/2015,2015-10-21T04:00:00Z,1,,,,,,,,,,,,,13,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,49,5,54,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,2,5,,,,,,,2,,,,,,,,,,,,,,,,,,18,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,6ALPP001.60_2015_Fall,6ALPP001.60,LPP7264,10/21/2015,2015-10-21T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,140,,,,13,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
VDEQ_BUG,1BMIC001.00_2015_Fall,1BMIC001.00,MIC7855,10/21/2015,2015-10-21T04:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,10,16,9,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,36,,,,,,,,,,,,,,,,,,,31,,,,,,,,8,,,,,,,,,,,,,,,,,
