StationID,BenSampID,Collection Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Agnetina,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Baetisca,Bezzia,Boyeria,Brachycentrus,Caenis,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Ephemeroptera,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Leuctridae,Lumbriculidae,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pteronarcys,Rhithrogena,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Trichoptera,Tricladida
8-RIG004.13,RIG2223,11/3/2011,2011-11-03T11:30:00Z,1,,,,,,,,,,,,6,,,3,,,3,,,3,,,46,8,3,,,,,,1,,,,22,,,,,,,,,1,,1,,,,1,,,,,,3,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,16,,,1,,,2,,
2-RVN015.97,RVN2379,11/4/2011,2011-11-04T11:30:00Z,1,,,1,,,,1,,1,,4,,,,,,,,,,,1,,16,9,3,,3,,11,,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,5,,,1,51,,10,,,,,,1,,,,9,,,,,,1,,1,,,1,,1,,,,,,2,1,14,,1,,,,,
1ABEC004.76,BEC2638,11/4/2011,2011-11-04T11:15:00Z,1,,,,,1,,,1,,,5,4,,,,,,,,,,5,,18,2,21,,1,,,,,,,12,,,,,,,,2,,,,2,,,,,4,,,,1,10,,,,,,,,18,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,1,,29,,,4,,
2-BUF026.43,BUF2232,11/8/2011,2011-11-08T09:55:00Z,1,4,,,,2,,,5,,,1,,,,,,,,,,,3,,6,3,59,,1,,,,,,,,,,,1,,2,,,,,,,,5,,,9,,3,6,,1,,,,1,,,,9,1,,,,,,29,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,27,,,,,
4AGOS000.71,GOS2746,11/8/2011,2011-11-08T14:45:00Z,1,6,,1,,9,,,,,2,,,1,,,,,,,,1,,,15,2,8,,,,,,,1,,1,,,,,12,26,,4,1,2,,,,9,,,1,5,,2,,,,,,5,,,,14,,,,1,1,,2,13,6,1,,,,2,,,,,7,,,,,1,1,,,2,2,,1,,,,19,,,,,
2-TTC001.14,TTC2774,11/8/2011,2011-11-08T12:20:00Z,1,,,4,,7,,1,,,2,,,,,,,,,,,,,,19,,11,,,,,,,1,,,,,,,,2,,13,,1,,,,1,,,,11,,,,20,,,4,,,,,33,,,,,4,,1,9,6,,,,,,,,,,1,,,,3,,13,,,,10,,3,7,,,30,,,,,
3-RPP150.32,RPP2755,11/9/2011,2011-11-09T11:45:00Z,1,,,2,,,,,2,,,,,,,,,,,2,,,,,18,65,1,,1,,,,,,,7,,,,,,,,,,,,,,,,,,12,7,,,1,,2,,,,,,3,1,1,,,,,,3,,,,,,,,,,,,,,,1,,2,1,,,,,1,,4,,31,,,1,,9
4AJHN000.01,JHN2681,11/9/2011,2011-11-09T12:15:00Z,1,,,,,15,,,5,,1,,,,,2,,,,,1,,14,,6,1,81,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,3,,1,,10,,,,,,,2,8,,,,,,,,6,2,,,,,,,,2,,,,,,1,,,,,,1,1,9,,,,5,,,2,,
4ALOR014.33,LOR2238,11/9/2011,2011-11-09T11:30:00Z,1,,,,,44,,,,,,,1,,,2,,,,,,,,,24,,76,,,,,,,,,2,,,,,1,,,,,1,,,1,,,,,2,,1,,7,,,,,,,2,19,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,8,,,3,,
4ALOR014.75,LOR2680,11/9/2011,2011-11-09T13:15:00Z,1,,,,,72,,,,,,,,,,3,,,,,,,26,,28,,21,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,3,,3,,,,,,,1,13,1,,,,,,1,10,1,,,,,,,,,,5,,,,,,,,,,3,,6,,,,2,,,,,
4ASCE007.71,SCE2704,11/14/2011,2011-11-14T10:30:00Z,1,,,,,,,3,,,,,,,,,,,,,,,,,16,9,15,,3,,,,,,,1,,,2,,2,1,,,,,,,,8,,,,,,4,,4,,,,9,,,,26,,,,13,2,,10,16,5,,1,,,,,,,,,22,,,,,,,,,,,3,,,,2,,,,,
8-POR008.97,POR2722,11/15/2011,2011-11-15T13:15:00Z,1,,,9,,,,,,,,,,,,,,,1,,,,,,17,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,21,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,27,,,3,,
4AWEL001.14,WEL2670,11/15/2011,2011-11-15T10:30:00Z,1,,,,,5,,,1,,,,,,,,,,,,,1,5,,13,1,58,,,,,,,,,,,,,,,5,,1,,2,,,,32,,,,2,,6,,,,,1,,,,,54,,,,,,,2,4,8,,,,,,,1,,,1,,,,,,,,,,,,4,1,,,5,,,,,
4ABOR033.22,BOR2742,11/15/2011,2011-11-15T12:00:00Z,1,,,,,,,,,,1,,,,,2,,,,1,,,10,,27,1,11,,,2,,,,,,,,,,,6,15,,,,,,,1,5,,,,5,,5,,19,,,,,,,,15,1,,3,1,,,,,1,,,,,,,,,1,43,,,,,,,,,,1,,2,,,,4,,,,,
9-PTY001.72,PTY2790,11/21/2011,2011-11-21T12:30:00Z,1,,,26,,1,,,,,,,,,,,,,1,,,1,11,,2,,21,,,,,,,,,,,,,26,,,,1,,3,,,1,9,,,,,,,,,,7,7,9,,,,3,,,,,,,,,2,,13,,,,,,,,7,,,,,,2,,1,1,,,,10,,,10,,,,,
8-XJF000.27,XJF2635,11/21/2011,2011-11-21T13:30:00Z,1,,,,,,,,,,,,2,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ABNR000.40,BNR4148,11/21/2011,2011-11-21T14:15:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,17,,28,,,,,,,,,1,,,1,,7,4,,,1,,,,,,,,,1,,4,,1,,,,,,,,5,,,,,,,101,6,,,,,,,,,,,2,,,,1,13,,,,,11,,2,,,,,,,,,
4AFAL000.92,FAL2724,3/13/2012,2012-03-13T10:35:00Z,1,,,,,,1,,1,1,,,,,,,,,,,1,,,,1,,150,,,,,,,,,3,,,,,5,,,1,,1,,,,,,,1,,,,1,1,,,,,,,,11,,,,,,,20,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
8-CUB002.73,CUB3456,3/15/2012,2012-03-15T15:15:00Z,1,,2,,,,,,,1,,1,1,,,,,,,,,2,,,2,,100,,2,,,,,,,,,,,,1,,,,,3,,1,,,,,3,,,,,,,,,,,,,6,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,1,,,,,,,,
8-GDY003.00,GDY2859,3/15/2012,2012-03-15T11:15:00Z,1,,10,,,,6,,,,,,,,,,,,1,,,,1,,42,13,11,,,,,,2,,,,2,,,,,,,,,,,,,,,,,1,,,,,14,,,,,,,16,,,,,3,,,,,,,2,,,,,,,,,,,,30,,,,5,,,11,,,,,,,3,,
4AFCA001.40,FCA3425,3/15/2012,2012-03-15T14:20:00Z,1,,,,,,2,,,,1,1,,,,,,,,,,1,,,1,2,102,,6,2,,,,,,1,1,,4,,8,,,,,3,,,,,,,2,,,,,4,,,,,,,,14,,,,,,,7,14,10,,,,,,,,,,,7,,,,1,3,,,,,,2,,1,,,,,,,
2-RRN002.19,RRN4021,3/20/2012,2012-03-20T12:50:00Z,1,,1,,,,7,,,,,,,,,,,,,,1,,,,6,3,47,,6,1,,,,,,8,,,,,24,,,,,,,,2,,,,2,,10,2,,,2,,,1,1,,2,5,,5,,,,1,,4,1,,,30,,,,,,,,4,,,,,,1,1,2,,,5,,,,,,,,,
4ABDB004.35,BDB2917,3/20/2012,2012-03-20T11:00:00Z,1,,,,,,19,,,,,,,,3,,,,,,,,,,2,,93,,,,,,,,,1,,,2,,11,,,,,,,,,1,,,,,,,,,7,,,,,,,6,,,,,,,5,1,,,,,10,,,,,4,,,,,,2,,,,,,,17,,,,,,,3,,
1ASOA001.00,SOA2872,3/21/2012,2012-03-21T11:50:00Z,1,1,,,,,,,1,,3,,,,,1,,,,,,,,,31,,62,,,,,,,,3,,,,,,23,5,,1,,,,,,1,,,1,,27,,,2,,,,,,,,18,,,2,,,,,7,,,,,,,,,,,,2,,,,,7,,,,,,,2,2,,,,11,,,
1ABRB002.15,BRB2885,3/21/2012,2012-03-21T10:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,5,1,96,,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,9,,,,,5,,,,,,4,,20,,,,,,,2
4AEKH003.68,EKH3295,3/22/2012,2012-03-22T13:15:00Z,1,,,,,,1,,,,,,,,,2,,,,,,,,,4,,63,,10,1,,,,1,,,,,,,4,2,,,,,,,,1,,,6,,,,,,1,,,,,,,2,,,,,,,106,,,,,,,,,,,7,,,,,,,,,,,1,,1,1,,,,,,1,,
1AGOO018.17,GOO2842,3/27/2012,2012-03-27T10:45:00Z,1,,,,,,14,,1,,,,,,,,,,,,,,,,7,5,2,,23,,,,,,2,,1,,,,4,,,,,1,,,,,,,,,,,,5,20,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
4ALBT003.07,LBT3451,3/27/2012,2012-03-27T11:00:00Z,1,,,,,,6,,,,1,,,,3,,,,,,,,,,2,,22,,,,,2,,2,,,,,,11,60,6,,,,,1,,1,1,,,,,,,,2,2,,2,,,,,,,,13,,,,,4,7,,2,,,,,,,,1,,,,,1,7,,7,5,1,,,,,,,,,,,1
4ABOE005.27,BOE3349,3/28/2012,2012-03-28T11:00:00Z,1,6,,,,,,,,,,,,,,,,,,,,,,,2,,54,,1,,,,,,2,,,,,,34,8,,,,,,,1,,,,5,,,,1,,3,,,,,,,2,,2,18,,,,,,,,,,,,,,,,3,,,,,5,,,,,,,51,,,,1,,,,,
1BTMB000.54,TMB2914,4/2/2012,2012-04-02T14:15:00Z,1,2,,,,,5,,,,,,,,11,7,,,,,,,,,2,4,38,,,,,,,,,,,,,,49,1,,,,,,,,1,,,1,,5,,,1,,,,,,,,2,,,,,,,,28,,,,,2,,,,,1,,,,,,,28,,,1,,,,,9,,,,1,,,
3-CAE012.67,CAE2848,4/3/2012,2012-04-03T11:00:00Z,1,,,1,,,1,,,,1,,,,,,,,,,1,,,1,10,,14,,1,,,,,,,,,,,,135,,,,,,,,,,,,1,4,,,,1,3,,,,,,,4,1,,,,,,,2,,,,1,,,,,,2,,,,,,,1,,,1,,,1,,1,,,,,2,,
3-HUE000.20,HUE3302,4/5/2012,2012-04-05T14:00:00Z,1,,,18,3,,1,,,,,,,,,,,,,,,,,,,6,4,,,3,,,,,24,,,,,20,40,,,,,,,,,,,,,,7,,,33,7,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,
2-BLD000.22,BLD2919,4/9/2012,2012-04-09T13:15:00Z,1,4,,,,,2,,,,,,,,15,3,,1,,,1,,,,2,3,42,,,1,,,,,,,,,,,16,,,,,,,,,1,,,,,,,,1,1,,,3,,,,1,,2,11,,,,,43,,1,,2,4,,,,,1,,8,,,,1,3,,,,,,8,1,17,,1,,,,,
2-MRY016.62,MRY2936,4/9/2012,2012-04-09T10:30:00Z,1,9,,1,,,1,,,,,1,,,1,5,,,,,,,,,4,6,9,,3,,,,,,3,1,,,,1,7,,,,,2,,,3,6,,,,,,,,3,1,,1,13,,,1,16,,16,,,,,,7,,,,,2,,,,,,,7,,,,,2,,,,,,3,,33,,,,24,,,
4APOP000.10,POP2726,4/9/2012,2012-04-09T13:00:00Z,1,,,,,,83,,1,,3,,,,,,,1,,,,,,,,,34,,1,,12,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,16,5,,,1,,13,,,,,,,,,,1,,,29,,2,,,,,1,,
2-MRC002.14,MRC2933,4/9/2012,2012-04-09T14:40:00Z,1,,,,,,,,,,,,,,21,10,,,,,,1,,,20,1,24,5,,,1,,,,,2,,2,,,10,,,,,,,,1,,,1,1,,1,,,,,,8,,,,,1,,,,,1,,,33,,,,1,,,,1,,,,10,,,3,,,,,,,,8,5,40,,,,,,,
1BBCK000.78,BCK2877,4/10/2012,2012-04-10T12:30:00Z,1,7,,,,,3,,,,,,,,1,2,,,,1,2,,,,1,,73,,,,,,,,4,,,,,,45,,,,1,,,,1,5,,,,,,,,4,1,,3,,2,,,13,,1,,,,,,,,,,13,1,,,,,,,,,,,2,,,,,,,,1,1,,2,,,,,
2-BCR007.68,BCR3577,4/11/2012,2012-04-11T13:30:00Z,1,,,,,,23,,,,1,,,,2,1,,,,,,,,,1,2,33,,,,,,,,,,,,,,41,,,,,,,,,4,,,,,,,,14,,,1,3,,,,4,,,,,,,,,5,,,,,,,,,2,2,3,,,,,1,,,1,,20,33,,,,,,,,1,
4ASDE002.18,SDE2918,4/11/2012,2012-04-11T11:00:00Z,1,,,,,,26,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,14,,,,,1,,,,,35,,,,3,5,,,1,,,5,,,,,,,,,,,,,38,,,,,,,1,,
3-SOT001.00,SOT2852,4/12/2012,2012-04-12T13:15:00Z,1,,,6,,,4,,,,,,,,,,,,,,,,,,11,10,,,2,3,,,,,35,,,,,1,43,,,,,,,,,,,,,,3,,,31,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,23,,,,,1,,7,,,,,,,,,,,,,1
2-BSB000.20,BSB3444,4/16/2012,2012-04-16T10:30:00Z,1,7,,4,,,2,,,,,,,,7,2,,,,,,,,,1,,33,3,,,,,1,,,,,,,3,15,,,,,4,12,,,,,3,,,,,1,,5,,8,11,4,,,3,,,3,,1,,,,3,,15,,2,,,,,2,6,,,,,,3,,,,12,,4,1,9,,,,,,,
2-JOB000.39,JOB3445,4/16/2012,2012-04-16T13:30:00Z,1,4,,1,,,1,,,,,,,,9,,,,,,,,,,1,9,25,1,,,,,,5,4,,,,,,,,,,,1,,,1,,,,,3,,,,,1,,3,7,,,4,6,,,4,,3,,,19,1,,1,,1,,,,,,2,39,,,1,5,13,,,,2,,3,1,8,,,,,,1,
1BNTH015.45,NTH2907,4/16/2012,2012-04-16T09:30:00Z,1,4,,,,,,,,,,1,,,1,17,,,,,,,,,2,3,14,,5,,,,,,13,,,,,3,53,,,,,,,,,,,,1,,7,,,3,,,,,,,,11,,,,,1,,,3,,,,,,,,,,,,19,,,,,9,,,,,,5,,11,,,,21,,,
4AELT000.86,ELT4179,4/17/2012,2012-04-17T12:00:00Z,1,9,,,,,3,,,,1,,,,16,2,,1,,,,,,,,,63,,,,,,,,3,,,,7,1,33,3,3,,,1,,,,2,,,3,2,,,,1,,,,,27,,,3,,,4,,,,,20,1,,,,3,,,,,,8,,1,,,,7,,,,,7,1,,,,2,,,,,
1ANOC004.38,NOC2844,4/17/2012,2012-04-17T11:45:00Z,1,1,,,,,2,,3,,,1,1,,,29,,,,,7,,,,,3,37,,2,,1,,,,,,,,,,,,,,,,,1,,,,,2,,,,,33,2,,,,,,,19,,,,,,,,,,,,3,,,1,,,3,,,,,,,5,,,,,,5,1,17,,,,,1,,
1APIA001.80,PIA2845,4/17/2012,2012-04-17T13:15:00Z,1,,,12,,,26,,,,,,,,,,,,,,,,,,11,2,1,,,1,,,2,12,5,,,,,3,40,,,,,,,,,,,,,,5,,,14,30,,,,,,,12,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,
2BLIR007.16,LIR3288,4/17/2012,2012-04-17T12:00:00Z,1,,,,,,16,,,,,,,,1,,,,,,,,,,,,22,8,,,,1,1,,2,,,,,36,31,,,,,,1,,,,,4,,,,,,,2,1,,,2,,,1,,,,,,,,,1,,8,,,,,,,,,,,,,1,,2,,1,,,,,,4,,,,,,
1ALIM001.16,LIM2843,4/17/2012,2012-04-17T10:00:00Z,1,,,,,,,,,,,,,,,22,,,,,,1,,,5,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,7,2,,,,,,1,,,1,,,,22,,,,,,5,2,14,,,,,,,1
3-BTL000.94,BTL3299,4/19/2012,2012-04-19T10:30:00Z,1,2,,,,,13,,,,,,,,1,2,,,,,,,,,2,,14,,2,,,,,1,7,1,,,,,39,,,,,,,,,,,2,,1,,,,35,8,,,,,,,,,,,,1,,,1,,,,6,,,,,,19,,,,,,,,,5,,1,,29,,,,,,,,,
3-COV001.95,COV3301,4/19/2012,2012-04-19T12:15:00Z,1,4,,3,,,1,,,,,,,,,,,,,,1,,,2,6,2,5,,,,,,,19,105,1,,,,1,27,,,1,,,,,,2,,,3,3,,,,1,,,,,,,,3,,,,,2,,1,2,,,,,,,,,,,,,,,,,2,,,2,,,3,,,,,,,,,
9-LTL001.22,LTL3519,4/23/2012,2012-04-23T12:20:00Z,1,1,,,,,9,,,,,,,,1,3,,,,,,,,,20,,84,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,,1,,,5,,,,5,,,,,,,,,,,,,,,26,,1,,,,,,,,,,,1,,,,,,10,,30,,1,,,,,
6CBER004.10,BER3520,4/23/2012,2012-04-23T15:30:00Z,1,,,,,,5,,,,,,,,,2,,1,,,,,,,,,8,50,,,,,,,,,1,,2,2,22,,,,,,2,,,4,,6,,,,,,,2,,7,,8,,,,,,,1,1,,,,11,,,1,,1,,,,,,,,,,,,,,1,,,38,,2,2,,,,,,
9-GRP001.29,GRP3540,4/24/2012,2012-04-24T14:00:00Z,1,,,,,,12,,,,,,,,,17,,,,,,,,,,,38,6,,,,,1,,,,,,,8,,,,,,,2,,,4,,1,,,,,,,2,4,24,,19,,,2,,,,1,1,,,,,,6,,,,,,,,8,,,,,4,,,,2,,,,,,2,,16,,,,
4AXOF001.26,XOF3450,4/25/2012,2012-04-25T11:00:00Z,1,,,1,,,,,,,,,,,40,8,,,,,,1,,,,,30,,,,,3,2,3,,,,,,3,8,3,,,,,,,,,4,6,,,,,,8,4,,1,,,,,,,,,,,,1,7,13,,2,,2,4,,,,,9,,,,16,,2,2,,1,,,,,1,,,11,,,,
9-XFH000.92,XFH3521,4/25/2012,2012-04-25T12:45:00Z,1,,,,,,1,,,,,,,,10,41,,,,,,,,,,,104,,,,,,,,,,,,,2,1,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,,1
6BSIM000.22,SIM3546,4/30/2012,2012-04-30T12:00:00Z,1,,,,,,2,,,,,,17,,2,6,,1,,,,,,1,2,,57,,,,,,,,,,,,1,,13,9,3,,11,,,,,1,,,,,,4,,1,,,,1,,,,,,,3,,,,,28,,,,3,,,,,,,,,,,,,,,,,2,,7,2,,,,,,,,
6CCOV002.54,COV3531,5/1/2012,2012-05-01T11:00:00Z,1,6,,,,,,,,,4,,,,10,42,,,,,,,,,6,,21,,1,,,1,,,,1,,,2,1,1,1,5,,2,3,,,1,2,,,,,,,,,,,1,1,,,,7,,,,,,,,7,,,,1,,,,,,31,,,,2,,,15,,,,3,,4,3,19,,,,,,,
9-MER002.99,MER3532,5/2/2012,2012-05-02T12:30:00Z,1,10,,,,,10,,,,,,,,6,36,,,,,,,1,,,,21,1,,,,1,,1,,,,,,,21,,8,,,1,,,,8,,,,,,,,,1,,21,1,,,,,,,,,,,,,,,18,,2,,,,,,2,,,,,,1,,,,,,9,2,,1,,,,,1,
4ASSP000.64,SSP2730,5/2/2012,2012-05-02T10:50:00Z,1,2,,,,,,,,,,,,,6,6,,,,,15,,,,2,,46,,8,,,,,,,,,,,,4,,,,,,,,1,,,1,,,,17,,10,,,,,,,,,,,,,,,26,,5,,,3,5,,,1,,3,,,,,,,1,1,,,1,,33,,,,,,,1,1,
4AXOE001.26,XOE4151,5/2/2012,2012-05-02T12:30:00Z,1,,,2,,,1,,,,,,,,3,7,,,,,,1,,,,,23,,,,,,2,27,,,,1,3,4,16,1,,,1,,,,,2,2,4,,,,,,1,1,2,12,,,2,,,,,,,1,,,1,14,,3,,4,1,,,,3,11,,,1,,,1,2,,1,4,,7,,1,,,,,,1,
6BLTL003.31,LTL3541,5/3/2012,2012-05-03T11:45:00Z,1,3,,,,,,,,,,,,,3,12,,,,,,,,3,6,,48,,2,,,,,,,,,,,,,2,2,,,,,,,,,,,,4,22,,,,,1,,,,,,,,4,1,,,,6,,,,,,,,,,,,7,,1,,,24,,,,1,,1,,38,,,,,,,
9-BCK015.88,BCK3449,5/3/2012,2012-05-03T10:30:00Z,1,,,,,,,,2,,,,,,3,1,,,,,,,,,,,69,,,,,,,,,6,,1,,,,,,,,,,,,,,,,14,,18,,,6,,,,,,,,,,6,,,,,45,,,,19,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,2
6BMIF003.28,MIF3545,5/3/2012,2012-05-03T13:47:00Z,1,,,,,,1,,,,,,,,13,118,,,,,,,,,,,10,,,,,,9,,,,,,,2,16,,,,1,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,
6AMCR005.94,MCR3538,5/7/2012,2012-05-07T11:45:00Z,1,13,,,,,,,,,3,,,,7,53,,,,,3,,,10,6,,46,,,1,,,,,,,,,,1,1,,11,,2,,,,1,,,,,3,,11,,2,,,,,1,,,,,,5,,,,2,1,,,,4,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,
4ALOR008.93,LOR3452,5/7/2012,2012-05-07T10:45:00Z,1,,,,,,,,,,2,,1,,1,2,,,,8,20,,,,59,,49,,,,,,,,,,,,,,1,3,,,,1,,,,2,,,,11,,24,,8,,,,,,,,1,2,,3,,,,,,,,,12,,,,,,,3,,,,,,,1,,1,6,,,,1,,,,,,,
4AWEL001.14,WEL2867,5/7/2012,2012-05-07T13:00:00Z,1,,,,,,,,,,7,,,,11,2,,1,,,,,,,9,,113,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,10,,3,,,,,,,,3,,,,,,,25,12,3,,,,,,,,,1,1,,,,,,2,,,,,,16,,,,,,,,,
2-RLD000.48,RLD3559,5/7/2012,2012-05-07T12:30:00Z,1,,,,,,,,,,,,,,3,3,,1,,,21,,,,5,,136,,1,,,,,,,,,,,,,,2,,,,,1,,1,,,,,,16,,5,,,,,,,,1,,,,,,,,,1,,,6,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,
4AGSH001.28,GSH3350,5/8/2012,2012-05-08T09:45:00Z,1,10,,,,,54,,,,,,3,,1,,,,,,,,,,5,,100,,,,,,,,,,,2,,,,,1,,,1,,,,,,,,,,10,,,,,7,,,1,1,1,,,3,,,,1,1,,,5,1,2,,,,,,,,,,,,,,,,,,8,,5,,,,,1,,
6ACNR017.24,CNR3508,5/10/2012,2012-05-10T13:45:00Z,1,5,,,,,,,,,2,,,3,6,36,,,,,,,,4,7,,47,,,2,,,,1,,,,1,15,,,,2,,4,1,,,1,,,,,,,14,,1,1,,,,2,,,,,,1,,,,2,31,2,,,3,,,,,,,,,,,,,2,,,,,,11,,,,,,,,,
6AGRF002.36,GRF3544,5/15/2012,2012-05-15T11:10:00Z,1,6,,,,,,,,,,,,,7,103,,,,,,,,,1,,44,,,,,,,,,,,,4,1,,,2,,,,,,,,,,,,,8,,,,,,,5,,,,,,13,,,,3,9,,,,,,,,,,,1,,,,,,2,,,,,,10,,,,,,,,,
3-BUC001.54,BUC3434,5/17/2012,2012-05-17T10:30:00Z,1,,,3,1,,,,,,3,,,,,,,,,,,,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,21,,,31,2,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,13,,,,1,,,2,1,,,,5,,,
3-WAF000.82,WAF3440,5/17/2012,2012-05-17T14:15:00Z,1,,,,,,,,,,4,,,,1,,,,,,,,,,23,1,38,,,,,,,,,,3,,,,,,,,,,,,,,,,,18,,,,,7,,2,,,,,22,,1,1,,,,,5,,,,15,,,,,,,1,,,,,,,,,,17,,1,1,22,,,,,1,,
6BLTR022.98,LTR3543,5/21/2012,2012-05-21T11:25:00Z,1,32,,,,,,,,,1,,,,2,22,,,,8,,,,2,,,32,,,,,,,,,,,,,2,2,4,1,,,,,,,4,,,,1,,1,,4,,,2,1,,,,2,,,2,,1,,,,,,3,3,,,,,,,,,,,,,2,1,,,24,,17,6,26,,,,,,,
4APGG011.14,PGG3454,5/22/2012,2012-05-22T13:30:00Z,1,,,,,,,,,,,,,1,2,1,,,,,13,,,,30,1,22,,1,,,,,,,,,,,,,2,3,,,,,,2,11,,,,11,,12,2,6,,,,,,3,2,6,2,,9,,,,,1,,,,3,,,,,,,3,1,,,1,,,,1,,5,,29,,,,,,,,,
3-ROB017.24,ROB3461,5/22/2012,2012-05-22T12:30:00Z,1,,,,29,,,,,,3,,,,,5,,,,14,,,,,10,,4,,5,2,,,,,4,,,,,9,2,,,,,,,,,,,,,,16,,,16,,,,2,,,,12,,,,,,,,,,1,,7,,,1,,,,,,,,,,,,,,8,,1,1,2,,,,22,,,
4ATRR001.92,TRR3298,5/22/2012,2012-05-22T09:45:00Z,1,,,,,,,,,,,,4,,1,,,,1,,,,,,1,,156,,,,1,,,,,1,,,,,,,1,,,,,,1,5,,,,,,,3,,,,,,,,,13,3,,,,,,5,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1BMIL006.68,MIL3285,5/23/2012,2012-05-23T09:30:00Z,1,15,,,,,,,,,7,,,,,,,,,,2,,,,21,,87,,,,,,,,2,,,,,,4,,,,,,,,,,,,1,,11,20,,3,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,3,,2,,,,1,,,
1BSSF100.10,SSF2912,5/29/2012,2012-05-29T11:15:00Z,1,8,,,,,,,,,1,,,,15,13,,,,,1,,,,15,,15,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,60,1,,2,,,,4,,,,4,,1,,,,,,13,,,,,2,,,,,4,,15,,,,,,,,,,,5,,14,,,,3,,,
9-WLK016.78,WLK4152,5/29/2012,2012-05-29T10:15:00Z,1,44,,,,,,,,,10,,,,11,10,,,,,2,,,,5,1,29,,,,,,,,,,,,10,1,,,1,,,1,,,,,,,,17,,12,,6,,,,,,,,1,,2,,,,,,10,,,,,3,,,,1,,1,1,,,,,1,,,1,3,2,27,,6,,,,,,1,
