Biologist Comment,DataSource,UID,StationID,RefStressCode,Region,Year,LatitudeDD,LongitudeDD,Basin,SubBasin,EcoRegion,BioRegion,DO,pH,SpCond,TN,TP,TotHab,TotHabStress,TNStress,TPStress,DOStress,PHStress,SpCondStress,CountStress,CountRef,CountFair,CountFilterParms,StressLevel,RefLevel,S1,S2,S3,R1,R2,R3,R4,HighestStressCount,HighestStress,HighStressCount,HighStress,ModStressCount,ModStress,Mod2StressCount,Mod2Stress,LowStressCount,LowStress,LowestStressCount,LowestStress,BestRefCount,BestRef,GoodRefCount,GoodRef,BestRefModCount,BestRefMod,BestRefModCount2,BestRefMod2,GoodRefModCount,GoodRefMod,GoodRefModCount2,GoodRefMod2
,VDEQ_BUG,1ACON002.88,1ACON002.88,Moderate2 Stress,PRO,4/5/2010,37.91752,-76.51106,Potomac,Potomac,Southeastern Plains,Coast,10.1,6.3,68,0.685,0.1,150,Fair,Ref,Stress,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACOW000.38,1ACOW000.38,zLowest Stress,PRO,10/10/2012,38.21027,-77.07611,Potomac,Potomac,Southeastern Plains,Coast,9.27,6.16,65,0.92,0.03,137,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACOW000.38,1ACOW000.38,zLowest Stress,PRO,4/30/2012,38.21027,-77.07611,Potomac,Potomac,Southeastern Plains,Coast,9.71,5.8,54,0.92,0.03,157,Ref,Ref,Fair,Ref,Fair,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ALIS007.07,1ALIS007.07,Moderate Stress,PRO,6/13/2016,37.90312,-76.33517,Potomac,Potomac,Middle Atlantic Coastal Plain,Coast,6.46,5.66,68,0.83,0.04,159,Ref,Ref,Fair,Stress,Fair,Ref,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ALIS007.07,1ALIS007.07,Moderate2 Stress,PRO,11/3/2016,37.90312,-76.33517,Potomac,Potomac,Middle Atlantic Coastal Plain,Coast,6.77,6.66,72,0.83,0.04,160,Ref,Ref,Fair,Stress,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AMRC003.74,1AMRC003.74,Moderate Stress,PRO,4/17/2019,38.28877,-76.9978,Potomac,Potomac,Middle Atlantic Coastal Plain,Coast,7.48,4.67,44,1.37,0.07,161,Ref,Fair,Stress,Fair,Fair,Ref,1,2,3,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-ALL000.19,2-ALL000.19,Moderate2 Stress,PRO,5/6/2013,37.68256,-77.56817,James,James,Piedmont,Piedmont,8.6,6.8,250,0.39,0.03,112,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-ALL000.19,2-ALL000.19,zLowest Stress,PRO,11/19/2013,37.68256,-77.56817,James,James,Piedmont,Piedmont,8.79,6.74,195,0.39,0.03,135,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-ANG001.27,2-ANG001.27,Moderate Stress,PRO,5/26/2011,37.3747,-78.2617,James,James,Piedmont,Piedmont,6.9,7,126,0.59,0.07,130,Fair,Ref,Stress,Stress,Ref,Ref,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-ANG001.27,2-ANG001.27,Moderate2 Stress,PRO,11/15/2011,37.3747,-78.2617,James,James,Piedmont,Piedmont,9.4,6.3,128,0.59,0.07,143,Fair,Ref,Stress,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-APP016.38,2-APP016.38,GoodRef,PRO,6/11/2015,37.22474,-77.47914,James,James,Southeastern Plains,Coast,8.35,7.26,94,0.6,0.05,171,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-APP081.04,2-APP081.04,zLow Stress,PRO,10/31/2013,37.44467,-78.09472,James,James,Piedmont,Piedmont,7.4,6.78,108,0.55,0.04,149,Fair,Ref,Fair,Fair,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-APP081.04,2-APP081.04,zLowest Stress,PRO,5/30/2013,37.44467,-78.09472,James,James,Piedmont,Piedmont,7.71,7.1,104,0.55,0.04,151,Ref,Ref,Fair,Fair,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BBAA003.06,2BBAA003.06,zLow Stress,PRO,5/10/2010,37.571,-78.307,James,James,Piedmont,Piedmont,10,7.3,81,1.175,0.05,126,Fair,Fair,Fair,Ref,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BBAA003.06,2BBAA003.06,zLow Stress,PRO,11/1/2010,37.571,-78.307,James,James,Piedmont,Piedmont,10.9,7.9,86,1.175,0.05,126,Fair,Fair,Fair,Ref,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BBYR000.08,2BBYR000.08,Moderate Stress,PRO,6/30/2011,37.72469,-78.0944,James,James,Piedmont,Piedmont,7.4,7,77,0.34,0.035,114,Stress,Ref,Fair,Fair,Ref,Ref,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2BBYR000.08,2BBYR000.08,zLowest Stress,PRO,11/7/2011,37.72469,-78.0944,James,James,Piedmont,Piedmont,10.4,6.8,87,0.34,0.035,125,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BEV002.00,2-BEV002.00,Moderate Stress,PRO,5/27/2009,37.59333,-77.3588,James,James,Southeastern Plains,Coast,6.6,6.6,99,1.68,0.03,144,Fair,Fair,Fair,Stress,Ref,Ref,1,2,3,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BEV002.00,2-BEV002.00,zLow Stress,PRO,12/16/2009,37.59333,-77.3588,James,James,Southeastern Plains,Coast,10.8,5.5,86,1.68,0.03,143,Fair,Fair,Fair,Ref,Fair,Ref,0,2,4,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BFC001.11,2-BFC001.11,GoodRefModStress,PRO,5/1/2013,37.5122,-78.3447,James,James,Piedmont,Piedmont,10.16,7.27,92,0.41,0.02,115,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2-BFC001.11,2-BFC001.11,GoodRef,PRO,11/20/2013,37.5122,-78.3447,James,James,Piedmont,Piedmont,11.17,7.4,97,0.41,0.02,135,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BFC001.11,2-BFC001.11,GoodRefModStress,PRO,3/14/2019,37.5122,-78.3447,James,James,Piedmont,Piedmont,11.85,7.41,94,0.41,0.02,119,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2BFSP001.09,2BFSP001.09,GoodRef,PRO,11/3/2016,37.3668,-78.65403,James,James,Piedmont,Piedmont,9.61,7.59,53,0.205,0.02,148,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2BFSP001.09,2BFSP001.09,BestRef,PRO,5/19/2016,37.3668,-78.65403,James,James,Piedmont,Piedmont,10.28,7.47,44,0.205,0.02,152,Ref,Ref,Ref,Ref,Ref,Ref,0,6,0,6,S3,R1,0,0,1,1,0,0,0,0,,0,,0,,0,,1,,1,,2,BestRef,1,,1,,1,,0,,0,
,VDEQ_BUG,2BGAD001.12,2BGAD001.12,GoodRef,PRO,10/8/2015,37.61086,-77.95903,James,James,Piedmont,Piedmont,8.91,7.12,138,0.17,0.02,130,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2BGAD001.12,2BGAD001.12,GoodRef,PRO,3/30/2015,37.61086,-77.95903,James,James,Piedmont,Piedmont,11.93,6.31,87,0.17,0.02,135,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,Moderate2 Stress,PRO,6/6/2017,37.4217,-78.2703,James,James,Piedmont,Piedmont,8.16,7.45,55,0.64,0.04,118,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,Moderate2 Stress,PRO,10/31/2017,37.4217,-78.2703,James,James,Piedmont,Piedmont,8.31,6.81,124,0.64,0.04,117,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,zLowest Stress,PRO,10/15/2013,37.4217,-78.2703,James,James,Piedmont,Piedmont,9.03,7.47,88,0.64,0.04,137,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,Moderate2 Stress,PRO,10/17/2016,37.4217,-78.2703,James,James,Piedmont,Piedmont,9.17,7.59,83,0.64,0.04,116,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,Moderate2 Stress,PRO,4/26/2016,37.4217,-78.2703,James,James,Piedmont,Piedmont,9.8,7.22,80,0.64,0.04,94,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BGU005.67,2-BGU005.67,zLowest Stress,PRO,5/11/2013,37.4217,-78.2703,James,James,Piedmont,Piedmont,10.16,7.29,77,0.64,0.04,142,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BHOX000.62,2BHOX000.62,Moderate2 Stress,PRO,6/13/2017,37.5433,-78.5619,James,James,Piedmont,Piedmont,7.89,7.15,56,0.31,0.02,97,Stress,Ref,Ref,Fair,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2BHOX000.62,2BHOX000.62,GoodRefModStress,PRO,4/2/2012,37.5433,-78.5619,James,James,Piedmont,Piedmont,9.95,6.46,50,0.31,0.02,116,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2BHOX000.62,2BHOX000.62,GoodRefModStress,PRO,11/19/2012,37.5433,-78.5619,James,James,Piedmont,Piedmont,11.14,7.95,58,0.31,0.02,114,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2BHOX000.62,2BHOX000.62,GoodRefModStress,PRO,12/2/2009,37.5433,-78.5619,James,James,Piedmont,Piedmont,11.3,7.6,31,0.31,0.02,118,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2BJMS136.77,2BJMS136.77,zLowest Stress,PRO,6/30/2014,37.64392,-77.84914,James,James,Piedmont,Piedmont,7.87,7.86,175,0.44,0.04,152,Ref,Ref,Fair,Fair,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BJMS136.77,2BJMS136.77,zLowest Stress,PRO,5/6/2010,37.64392,-77.84914,James,James,Piedmont,Piedmont,9.9,8.5,174,0.44,0.04,145,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BJMS143.23,2BJMS143.23,GoodRef,PRO,10/27/2011,37.6897,-77.9294,James,James,Piedmont,Piedmont,9.1,7.5,200,0.335,0.035,165,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2BJMS143.23,2BJMS143.23,GoodRef,PRO,6/1/2011,37.6897,-77.9294,James,James,Piedmont,Piedmont,9.2,8.6,165,0.335,0.035,162,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BLB002.23,2-BLB002.23,GoodRefModStress,PRO,11/17/2010,37.18014,-77.01234,James,James,Southeastern Plains,Coast,8.6,7.3,222,0.685,0.1,154,Ref,Ref,Stress,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2-BLB002.23,2-BLB002.23,GoodRefModStress,PRO,3/24/2010,37.18014,-77.01234,James,James,Southeastern Plains,Coast,10.3,7.1,185,0.685,0.1,164,Ref,Ref,Stress,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2-BLY005.73,2-BLY005.73,zLow Stress,PRO,4/19/2011,37.24969,-77.31675,James,James,Southeastern Plains,Coast,7.9,6.1,130,0.595,0.04,124,Fair,Ref,Fair,Fair,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BLY005.73,2-BLY005.73,zLowest Stress,PRO,11/21/2011,37.24969,-77.31675,James,James,Southeastern Plains,Coast,8.9,6.6,132,0.595,0.04,123,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BLY005.73,2-BLY005.73,Moderate2 Stress,PRO,11/20/2019,37.24969,-77.31675,James,James,Southeastern Plains,Coast,8.94,6.18,148,0.595,0.04,116,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BLY005.73,2-BLY005.73,Moderate2 Stress,PRO,3/18/2019,37.24969,-77.31675,James,James,Southeastern Plains,Coast,11.9,7.01,148,0.595,0.04,99,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BRK001.00,2-BRK001.00,Moderate2 Stress,PRO,9/30/2014,37.5892,-78.2454,James,James,Piedmont,Piedmont,7.87,8.09,84,0.29,0.02,118,Stress,Ref,Ref,Fair,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2-BRK001.00,2-BRK001.00,GoodRefModStress,PRO,5/13/2014,37.5892,-78.2454,James,James,Piedmont,Piedmont,8.82,7.06,80,0.29,0.02,120,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,2BRTS001.97,2BRTS001.97,GoodRef,PRO,5/7/2012,37.87728,-78.08006,James,James,Piedmont,Piedmont,8.6,7.18,104,0.405,0.025,152,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2BRTS001.97,2BRTS001.97,zLowest Stress,PRO,9/25/2012,37.87728,-78.08006,James,James,Piedmont,Piedmont,9.7,7.29,107,0.405,0.025,142,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BSR012.33,2-BSR012.33,zLow Stress,PRO,5/28/2014,37.17081,-79.39279,James,James,Piedmont,Piedmont,7.15,7.28,80,0.41,0.035,129,Fair,Ref,Fair,Fair,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BSR012.33,2-BSR012.33,zLowest Stress,PRO,10/28/2014,37.17081,-79.39279,James,James,Piedmont,Piedmont,8.64,7.45,110,0.41,0.035,124,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BWLS017.93,2BWLS017.93,Moderate2 Stress,PRO,10/10/2017,37.620611,-78.228083,James,James,Piedmont,Piedmont,4.77,7.03,184,0.54,0.02,107,Stress,Ref,Ref,Stress,Ref,Ref,2,4,0,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2BWTN007.39,2BWTN007.39,zLowest Stress,PRO,4/8/2010,37.6201,-78.6288,James,James,Piedmont,Piedmont,8.9,7.7,38,0.125,0.045,121,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BWTN007.39,2BWTN007.39,Moderate2 Stress,PRO,10/13/2010,37.6201,-78.6288,James,James,Piedmont,Piedmont,9,7.9,14,0.125,0.045,118,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2BXAP001.46,2BXAP001.46,GoodRef,PRO,10/9/2013,37.7375,-78.0485,James,James,Piedmont,Piedmont,9.08,6.81,165,0.27,0.01,138,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2BXAP001.46,2BXAP001.46,zLowest Stress,PRO,3/21/2013,37.7375,-78.0485,James,James,Piedmont,Piedmont,11.79,5.41,109,0.27,0.01,144,Fair,Ref,Ref,Ref,Fair,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BXAV000.08,2BXAV000.08,zLowest Stress,PRO,11/12/2015,37.68753,-77.92903,James,James,Piedmont,Piedmont,8.62,6.44,57,1.27,0.03,166,Ref,Fair,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BXAV000.08,2BXAV000.08,zLowest Stress,PRO,4/22/2015,37.68753,-77.92903,James,James,Piedmont,Piedmont,9.51,6.38,56,1.27,0.03,171,Ref,Fair,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BXAV000.08,2BXAV000.08,zLowest Stress,PRO,12/8/2014,37.68753,-77.92903,James,James,Piedmont,Piedmont,11.89,6.79,60,1.27,0.03,161,Ref,Fair,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BXAW001.16,2BXAW001.16,Moderate2 Stress,PRO,11/18/2015,37.5133,-78.0724,James,James,Piedmont,Piedmont,10.16,6.61,107,0.36,0.025,118,Stress,Ref,Fair,Ref,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,2BXAW001.16,2BXAW001.16,zLowest Stress,PRO,4/29/2015,37.5133,-78.0724,James,James,Piedmont,Piedmont,10.91,7.27,112,0.36,0.025,146,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2BXBC000.32,2BXBC000.32,BestRef,PRO,4/18/2019,37.296228,-78.458786,James,James,Piedmont,Piedmont,10.51,7.11,66,0.14,0.0065,152,Ref,Ref,Ref,Ref,Ref,Ref,0,6,0,6,S3,R1,0,0,1,1,0,0,0,0,,0,,0,,0,,1,,1,,2,BestRef,1,,1,,1,,0,,0,
,VDEQ_BUG,2BXBC000.32,2BXBC000.32,BestRef,PRO,11/14/2019,37.296228,-78.458786,James,James,Piedmont,Piedmont,12.65,6.46,76,0.14,0.0065,152,Ref,Ref,Ref,Ref,Ref,Ref,0,6,0,6,S3,R1,0,0,1,1,0,0,0,0,,0,,0,,0,,1,,1,,2,BestRef,1,,1,,1,,0,,0,
,VDEQ_BUG,2-BYN001.90,2-BYN001.90,GoodRef,PRO,5/7/2014,37.5415,-78.5307,James,James,Piedmont,Piedmont,9.9,7.15,42,0.27,0.02,143,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BYN001.90,2-BYN001.90,zLowest Stress,PRO,11/4/2014,37.5415,-78.5307,James,James,Piedmont,Piedmont,10.13,8.28,307,0.27,0.02,133,Fair,Ref,Ref,Ref,Ref,Fair,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,2-BYR018.04,2-BYR018.04,GoodRef,PRO,9/25/2012,37.81277,-78.14416,James,James,Piedmont,Piedmont,8.33,7.41,86,0.24,0.02,148,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BYR018.04,2-BYR018.04,BestRef,PRO,5/7/2012,37.81277,-78.14416,James,James,Piedmont,Piedmont,8.57,7.33,92,0.24,0.02,159,Ref,Ref,Ref,Ref,Ref,Ref,0,6,0,6,S3,R1,0,0,1,1,0,0,0,0,,0,,0,,0,,1,,1,,2,BestRef,1,,1,,1,,0,,0,
,VDEQ_BUG,2-BYR018.04,2-BYR018.04,GoodRef,PRO,10/27/2014,37.81277,-78.14416,James,James,Piedmont,Piedmont,8.89,6.55,93,0.24,0.02,146,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2-BYR018.04,2-BYR018.04,GoodRef,PRO,4/23/2014,37.81277,-78.14416,James,James,Piedmont,Piedmont,10.13,6.68,72,0.24,0.02,147,Fair,Ref,Ref,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,2CCHK038.53,2CCHK038.53,Moderate Stress,PRO,6/2/2011,37.4416,-77.097,James,James,Southeastern Plains,Coast,4.3,6.9,165,1.05,0.13,174,Ref,Fair,Stress,Stress,Ref,Ref,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
