JRH_Final_Ref_Cod,DataSource,StationID,UID,Coastal,Latitude,Longitude,Sta_Desc,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,EDASOrder,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr
Str,VDEQ_BUG,4AJCR000.42,4AJCR000.42_2013,FALSE,36.698,-79.898,"Upstr of Rt. 220 Bus, at Dick & Willy Tr",45,Piedmont,45e,Northern Inner Piedmont,RD24,BRRO,Blue Ridge,Smith River-Beaver Creek,N,RD,Beaver Creek-Smith River,301010308,Roanoke River Basin,4A,Roanoke,Henry,89,30101030801,RL_4A_054234,III,PWS,Yes,,,2,2,5.724582264,221,381,288.1692637,31.67004515,160,0,28.63480759,6.637773473,3.692653892,28.63480759,1174.14,46.22600921,,46.31695415,1176.45
Str,VDEQ_BUG,4AJHN000.01,4AJHN000.01_2008,FALSE,37.3175,-79.46388889,confluence of Johns Creek and LOtter Riv,45,Piedmont,45e,Northern Inner Piedmont,RU54,BRRO,Blue Ridge,Little Otter River-Johns Creek,N,RU,Johns Creek-Little Otter River,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011406,,,,,,,2,2,4.165733409,222,341,277.9358394,17.0557801,119,0,23.03516388,5.536211469,3.092541386,23.03516388,1076.99,42.401204,,42.401204,1076.99
Str,VDEQ_BUG,4ALAR000.00,,FALSE,36.63610833,-78.80662778,Larkin Br hike to just upstrm of Hyco R,45,Piedmont,45c,Carolina Slate Belt,RD74,BRRO,Blue Ridge,Hyco River/John H Kerr Reservoir-Larkin Branch,N,RD,Larkin Branch-Hyco River,301010406,Roanoke River Basin,4A,Roanoke,Halifax,83,30101040608,RL_4A_097546,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALFF001.85,,FALSE,36.62638889,-78.62888889,"LITTLE BUFFALO CREEK, RT 58 BRIDGE",45,Piedmont,45c,Carolina Slate Belt,RD77,BRRO,Blue Ridge,Dan River/John H Kerr Reservoir-Buffalo Creek,N,RD,Buffalo Creek-Dan River,301010407,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,30101040704,RL_4A_098318,III,PWS,Yes,,,,1,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALLE005.22,,FALSE,37.06083333,-79.94138889,Rt. 697 Bridge,45,Piedmont,45e,Northern Inner Piedmont,RU22,BRRO,Blue Ridge,Blackwater River-Madcap Creek,N,RU,Madcap Creek-Blackwater River,301010105,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010503,RL_4A_059484,III,NEW-1,,,,,3,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALNF006.42,,FALSE,36.921294,-79.907383,"Upstr of Fishburn Mt Rd, Rt. 756",45,Piedmont,45e,Northern Inner Piedmont,RU31,BRRO,Blue Ridge,Big Chestnut Creek,N,RU,Big Chestnut Creek,301010108,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010803,RL_4A_059174,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALOR005.92,,FALSE,37.296306,-79.445258,"Off Rt. 784, Nicopolis Dr.",45,Piedmont,45e,Northern Inner Piedmont,RU54,BRRO,Blue Ridge,Little Otter River-Johns Creek,N,RU,Johns Creek-Little Otter River,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011406,RL_4A_109924,III,PWS,Yes,,,,3,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALOR008.93,4ALOR008.93_2012,FALSE,37.3019,-79.453,Off Rt. 784 (Nicopolis Dr),45,Piedmont,45e,Northern Inner Piedmont,RU54,BRRO,Blue Ridge,Little Otter River-Johns Creek,N,RU,Johns Creek-Little Otter River,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011406,,,,,,,3,3,31.903785,205,419,278.5921428,26.04580871,214,0,29.03367805,5.876425862,3.538080332,29.03367805,9740.66,1065.71,383.4907583,41.95710927,
Str,VDEQ_BUG,4ALOR014.33,,FALSE,37.3275,-79.46333333,BELOW BEDFORD STP OUTFALL - BEDFORD COUN,45,Piedmont,45e,Northern Inner Piedmont,RU54,BRRO,Blue Ridge,Little Otter River-Johns Creek,N,RU,Johns Creek-Little Otter River,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011406,,,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALOR014.75,,FALSE,37.33333333,-79.46448611,RT. 718 BR ABOVE BEDFORD STP OUTFALL,45,Piedmont,45e,Northern Inner Piedmont,RU54,BRRO,Blue Ridge,Little Otter River-Johns Creek,N,RU,Johns Creek-Little Otter River,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011406,RL_4A_109351,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALWN000.88,,FALSE,36.59383333,-78.83430556,Little Bluewing Ck @ Rte 740 Wilson Rd,45,Piedmont,45c,Carolina Slate Belt,RD73,BRRO,Blue Ridge,Big Bluewing Creek,N,RD,Big Bluewing Creek,301010406,Roanoke River Basin,4A,Roanoke,Halifax,83,30101040607,RL_4A_094431,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ALYT003.77,,FALSE,36.73166667,-78.32333333,"LAYTONS CREEK, RT. 671 BRIDGE",45,Piedmont,45c,Carolina Slate Belt,RL10,BRRO,Blue Ridge,Allen Creek-Layton Creek,N,RL,Layton Creek-Allen Creek,301010601,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,30101060101,RL_4A_131279,III,PWS,Yes,,,,3,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AMBY001.51,,FALSE,36.65850833,-79.83692778,Sam Lions Trail/Country Club Dr Crossing,45,Piedmont,45e,Northern Inner Piedmont,RD26,BRRO,Blue Ridge,Smith River-Mulberry Creek,N,RD,Mulberry Creek-Smith River,301010308,Roanoke River Basin,4A,Roanoke,Martinsville,690,30101030803,RL_4A_055995,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AMCH000.53,4AMCH000.53_2009,FALSE,36.63976111,-79.84796944,Rt. 976 bridge (Clover Rd.),45,Piedmont,45e,Northern Inner Piedmont,RD26,BRRO,Blue Ridge,Smith River-Mulberry Creek,N,RD,Mulberry Creek-Smith River,301010308,Roanoke River Basin,4A,Roanoke,Henry,89,30101030803,RL_4A_054218,III,,,,,1,1,0.942398149,210,261,236.9776518,9.883936113,51,0,17.47875977,5.264110837,2.664792309,17.47875977,4639.21,182.6461616,,45.75947353,1162.29
Str,VDEQ_BUG,4AMEE004.90,,FALSE,37.09305556,-79.83555555,Rt. 697 Bridge,45,Piedmont,45e,Northern Inner Piedmont,RU23,BRRO,Blue Ridge,Maggodee Creek,N,RU,Maggodee Creek,301010105,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010504,RL_4A_062784,III,NEW-1,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AMEE017.24,4AMEE017.24_2014,FALSE,37.1256,-79.96088889,Upstream of Rt. 220 near Boones Mill,45,Piedmont,45e,Northern Inner Piedmont,RU23,BRRO,Blue Ridge,Maggodee Creek,N,RU,Maggodee Creek,301010105,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010504,RL_4A_060423,V,NEW-1,,Yes,,3,3,12.43215163,353,1075,584.3986859,143.7974253,722,0,47.04416656,16.07748132,7.485356351,47.04416656,3192.47,1093.27,125.6878631,43.04214923,
Str,VDEQ_BUG,4AMES006.61,,FALSE,36.676872,-78.218352,upstream of Hwy 58,45,Piedmont,45f,Northern Outer Piedmont,RL13,BRRO,Blue Ridge,Miles Creek-Dockery Creek,N,RL,Dockery Creek-Miles Creek,301010602,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,30101060202,RL_4A_132546,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AMEY016.00,4AMEY016.00_2007,FALSE,37.25027778,-79.08861111,"PRIVATE ROAD OFF RT. 655, BELOW RUSTBURG",45,Piedmont,45e,Northern Inner Piedmont,RU68,BRRO,Blue Ridge,Mollys Creek,N,RU,Mollys Creek,301010202,Roanoke River Basin,4A,Roanoke,Campbell,31,30101020204,RL_4A_092842,III,,,,,2,2,2.682290306,219,381,261.5428738,19.04082805,162,0,23.09424019,4.318361781,2.729481483,23.09424019,1069.56,42.10868416,,42.10868416,1069.56
Str,VDEQ_BUG,4AMRY000.82,,FALSE,36.69583333,-78.97388889,MIRY CR@ RIVER RD (Rt 659),45,Piedmont,45e,Northern Inner Piedmont,RD48,BRRO,Blue Ridge,Miry Creek,N,RD,Miry Creek,301010404,Roanoke River Basin,4A,Roanoke,Halifax,83,30101040401,RL_4A_093821,III,,,,,,4,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AORE000.01,4AORE000.01_2011,FALSE,37.255275,-79.95058333,Upstream of Wiley Drive,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU14,BRRO,Blue Ridge,Roanoke River-Peters Creek,N,RU,Peters Creek-Roanoke River,301010104,Roanoke River Basin,4A,Roanoke,Roanoke City,770,30101010404,,,,,,,1,1,4.095887528,279,509,376.2420382,44.67495346,230,0,28.28960991,8.659681946,4.677734227,28.28960991,1057.54,41.63545555,,40.92954966,1039.61
Str,VDEQ_BUG,4APAA000.71,,FALSE,36.91703889,-79.63955833,Rt. 629 Crossing,45,Piedmont,45e,Northern Inner Piedmont,RU35,BRRO,Blue Ridge,Snow Creek-Gourd Creek,N,RU,Gourd Creek-Snow Creek,301010109,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010903,RL_4A_061973,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4APDA000.35,,FALSE,36.69558333,-78.90756667,"Poplar Creek near Summit Rd. brg, S. Bo",45,Piedmont,45e,Northern Inner Piedmont,RD51,BRRO,Blue Ridge,Dan River-John H Kerr Reservoir-Grassy Creek,N,RD,Grassy Creek-Dan River,301010404,Roanoke River Basin,4A,Roanoke,Halifax,83,30101040404,RL_4A_094588,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4APGG077.15,,FALSE,36.97767222,-80.05170278,Rt 602 Bridge,45,Piedmont,45e,Northern Inner Piedmont,RU29,BRRO,Blue Ridge,Pigg River-Turners Creek,N,RU,Turners Creek-Pigg River,301010108,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010801,RL_4A_058633,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ARAC000.92,,FALSE,36.70166667,-78.88638889,Reedy Cr @ Ash St- SoBo,45,Piedmont,45e,Northern Inner Piedmont,RD51,BRRO,Blue Ridge,Dan River-John H Kerr Reservoir-Grassy Creek,N,RD,Grassy Creek-Dan River,301010404,Roanoke River Basin,4A,Roanoke,Halifax,83,30101040404,RL_4A_094802,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AROA198.08,,FALSE,37.23875,-79.84525,Explore Park near Shenandoah Pavilion,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU14,BRRO,Blue Ridge,Roanoke River-Peters Creek,N,RU,Peters Creek-Roanoke River,301010104,Roanoke River Basin,4A,Roanoke,Roanoke,161,30101010404,RL_4A_063155,IV,"PWS, NEW-1",Yes,,,,5,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AROA202.20,4AROA202.20_2004,FALSE,37.26444444,-79.91527778,13TH. ST. BRIDGE ABOVE ROANOKE STP,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU14,BRRO,Blue Ridge,Roanoke River-Peters Creek,N,RU,Peters Creek-Roanoke River,301010104,Roanoke River Basin,4A,Roanoke,Roanoke City,770,30101010404,RL_4A_060897,IV,"pH-6.5-9.5, ",,,,5,5,389.8396177,267,1196,575.7592147,168.0030657,929,0,68.01984406,12.77433359,8.118416206,68.01984406,105355.3,1042.81,4147.848697,41.05553398,
Str,VDEQ_BUG,4ARUT000.45,4ARUT000.45_2011,FALSE,36.55644445,-79.41636111,"Rutledge Cr @ Edmunds St, Danville",45,Piedmont,45e,Northern Inner Piedmont,RD39,BRRO,Blue Ridge,Dan River-Pumpkin Creek,N,RD,Pumpkin Creek-Dan River,301010401,Roanoke River Basin,4A,Roanoke,Danville,590,30101040102,RL_4A_081224,III,,,,,2,2,3.756735392,134,220,177.4385041,17.05707278,86,0,15.07703114,4.356595819,2.133403139,15.07703114,1102.41,43.40199194,,43.37915728,1101.83
Str,VDEQ_BUG,4ASBA008.39,,FALSE,37.203989,-79.657431,"Rt. 749, Meadors Spur Rd.",45,Piedmont,45e,Northern Inner Piedmont,RU42,BRRO,Blue Ridge,Stony Fork,N,RU,Stony Fork,301010111,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011104,RL_4A_063559,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ASCK003.10,,FALSE,36.843578,-79.246647,Shockoe Ck @ Rte 895,45,Piedmont,45g,Triassic Basins,RD58,BRRO,Blue Ridge,Banister River-Shockoe Creek,N,RD,Shockoe Creek-Banister River,301010502,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101050203,RL_4A_086385,III,,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ASDA004.94,4ASDA004.94_2013,FALSE,36.931303,-79.9484,Btw Rt. 607 and Rt. 619,45,Piedmont,45e,Northern Inner Piedmont,RU29,BRRO,Blue Ridge,Pigg River-Turners Creek,N,RU,Turners Creek-Pigg River,301010108,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010801,RL_4A_059190,III,,,,,3,3,11.42290271,332,658,408.6876289,41.59584746,326,0,33.0030365,7.474853151,5.055968486,33.0030365,4689.88,1144.69,184.6410446,45.06655977,
Str,VDEQ_BUG,4ATEL001.02,,FALSE,37.06777778,-79.92694444,Rt. 697 Bridge,45,Piedmont,45e,Northern Inner Piedmont,RU22,BRRO,Blue Ridge,Blackwater River-Madcap Creek,N,RU,Madcap Creek-Blackwater River,301010105,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010503,RL_4A_059449,III,NEW-1,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4ATKR000.69,,FALSE,37.275358,-79.907313,RT. 24 BRIDGE ABOVE TOWN OF VINTON,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU13,BRRO,Blue Ridge,Tinker Creek-Glade Creek,N,RU,Glade Creek-Tinker Creek,301010104,Roanoke River Basin,4A,Roanoke,Roanoke,161,30101010403,RL_4A_068607,V,"ee, ",,Yes,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AWEL001.14,,FALSE,37.25791667,-79.51251389,Bridge on Rt.722 intersection 722&747,45,Piedmont,45e,Northern Inner Piedmont,RU53,BRRO,Blue Ridge,Machine Creek,N,RU,Machine Creek,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011405,,,,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AWLF001.20,4AWLF001.20_2010,FALSE,37.27454167,-79.58223889,Upstr. of Joppa Mill,45,Piedmont,45e,Northern Inner Piedmont,RU41,BRRO,Blue Ridge,Goose Creek-Wolf Creek,N,RU,Wolf Creek-Goose Creek,301010111,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011103,,,,,,,3,3,21.13181115,222,587,294.2874365,37.86320349,365,0,39.87239456,7.16660757,4.569176733,39.87239456,6474.99,1077.37,254.9210038,42.41616464,
Str,VDEQ_BUG,4AWOR000.34,,FALSE,37.26163889,-79.88111111,Niagara Rd. crossing,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU14,BRRO,Blue Ridge,Roanoke River-Peters Creek,N,RU,Peters Creek-Roanoke River,301010104,Roanoke River Basin,4A,Roanoke,Roanoke,161,30101010404,RL_4A_060721,IV,"PWS, NEW-1",Yes,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AXMP000.44,,FALSE,36.711,-79.863,Dnstr. of HenCo Landfill off Rt. 663,45,Piedmont,45e,Northern Inner Piedmont,RD24,BRRO,Blue Ridge,Smith River-Beaver Creek,N,RD,Beaver Creek-Smith River,301010308,Roanoke River Basin,4A,Roanoke,Martinsville,690,30101030801,RL_4A_054217,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,4AXOJ001.34,4AXOJ001.34_2015,FALSE,37.4609,-79.4021,Along Rt. 638,66,Blue Ridge,66a,Northern Igneous Ridges,RU50,BRRO,Blue Ridge,North Otter Creek,N,RU,North Otter Creek,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011402,RL_4A_111199,III,PWS,Yes,,,2,2,1.766373451,290,831,420.7854733,118.3701985,541,0,42.66940308,15.58580168,8.515905669,42.66940308,4530.48,1084.2,178.3654506,42.68506242,
Str,VDEQ_BUG,4AXVK001.44,4AXVK001.44_2009,FALSE,37.15405278,-78.86138889,ut Entry Cr w of 600 s of 639,45,Piedmont,45e,Northern Inner Piedmont,RU70,BRRO,Blue Ridge,Little Falling River-Entry Creek,N,RU,Entry Creek-Little Falling River,301010202,Roanoke River Basin,4A,Roanoke,Campbell,31,30101020206,,,,,,,1,1,0.182816184,197,215,207.382906,3.829014381,18,0,5.26454401,1.740713081,1.000252394,5.26454401,2187.72,1092.77,86.13075517,43.02246418,
Str,VDEQ_BUG,4AXVO000.50,4AXVO000.50_2012,FALSE,37.075,-78.52727778,UT Spencer just west of Rte 653,45,Piedmont,45f,Northern Outer Piedmont,RU81,BRRO,Blue Ridge,Roanoke Creek-Spring Creek,N,RU,Spring Creek-Roanoke Creek,301010205,Roanoke River Basin,4A,Roanoke,Charlotte,37,30101020501,RL_4A_136334,III,PWS,Yes,,,1,1,1.269252795,137,208,172.6388614,15.25417317,71,0,17.41501617,4.078945759,2.36898453,17.41501617,3273.25,1090.23,128.8681798,42.92246412,
Str,VDEQ_BUG,5AASM017.27,5AASM017.27_2017,FALSE,36.95475,-77.137556,2017 Probabilistic station,65,Southeastern Plains,65m,Rolling Coastal Plain,CU44,PRO,Piedmont,Assamoosick Swamp-Pigeon Swamp,N,CU,Pigeon Swamp-Assamoosick Swamp,301020111,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Sussex,183,30102011101,RL_5A_256554,VII,,,,,4,,29.23130634,13,48,31.98231648,6.121487875,35,0,10.8930769,1.669918683,1.243921299,10.8930769,9155.41,1146.52,360.4494072,45.13860705,
Str,VDEQ_BUG,5AASM018.61,,FALSE,36.96991667,-77.14608333,0.34 miles below SR634,65,Southeastern Plains,65m,Rolling Coastal Plain,CU44,PRO,Piedmont,Assamoosick Swamp-Pigeon Swamp,N,CU,Pigeon Swamp-Assamoosick Swamp,301020111,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Sussex,183,30102011101,,,,,,,,4,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ABHC006.57,,FALSE,36.98739,-78.169403,Big Hounds Creek AT RT. 652 BR,45,Piedmont,45f,Northern Outer Piedmont,CU03,PRO,Piedmont,Big Hounds Creek,N,CU,Big Hounds Creek,301020101,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102010103,RL_5A_140068,III,,,,,,3,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ABLC006.97,,TRUE,36.79961111,-76.94811111,Rt 631 Bridge,63,Middle Atlantic Coastal Plain,63e,Mid-Atlantic Flatwoods,CU67,TRO,Tidewater,Black Creek-Cattail Swamp,N,CU,Cattail Swamp-Black Creek,301020205,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Southampton,175,30102020502,RL_5A_260845,VII,NEW-21,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ABLW075.43,,FALSE,37.06788889,-77.06938889,0.77 miles upstream Rt. 40,65,Southeastern Plains,65m,Rolling Coastal Plain,CU55,PRO,Piedmont,Blackwater River-Spring Branch,N,CU,Spring Branch-Blackwater River,301020202,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Surry,181,30102020201,RL_5A_258112,VII,,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ABMS000.80,,TRUE,36.84448889,-76.8126,3500 feet upstream of Rt 638,63,Middle Atlantic Coastal Plain,63e,Mid-Atlantic Flatwoods,CU62,TRO,Tidewater,Blackwater River-Antioch Swamp,N,CU,Antioch Swamp-Blackwater River,301020203,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Isle of Wight,93,30102020304,,,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ACHS006.33,,FALSE,36.99305556,-78.24361111,WEST OF VICTORIA LAGOON AT RT. 667,45,Piedmont,45c,Carolina Slate Belt,CM06,PRO,Piedmont,Couches Creek,N,CM,Couches Creek,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040203,RL_5A_139542,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ACNY001.08,,FALSE,36.57833333,-77.4675,"CANEY SWAMP, RT. 625 BRIDGE",65,Southeastern Plains,65m,Rolling Coastal Plain,CM27,PRO,Piedmont,Fontaine Creek-Mill Swamp,N,CM,Mill Swamp-Fontaine Creek,301020407,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Greensville,81,30102040706,,,,,,,,,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5ACYS001.92,,TRUE,36.76969445,-76.96468055,Rt 638 Bridge,63,Middle Atlantic Coastal Plain,63e,Mid-Atlantic Flatwoods,CU68,TRO,Tidewater,Blackwater River-Cypress Swamp,N,CU,Cypress Swamp-Blackwater River,301020205,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Southampton,175,30102020503,RL_5A_260255,VII,NEW-21,,,,,1,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5AFRC011.93,5AFRC011.93_2012,FALSE,36.92838889,-78.13238889,Flat Rock Ck east of 648 west of 607,45,Piedmont,45f,Northern Outer Piedmont,CM10,PRO,Piedmont,Flat Rock Creek,N,CM,Flat Rock Creek,301020403,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040303,,,,,,,3,,1.019900381,97,160,132.4551064,11.61769773,63,0,14.09061718,3.065788047,1.641168843,14.09061718,4405.94,1100.88,173.4622984,43.34175569,
Str,VDEQ_BUG,5AFTS002.93,,TRUE,36.597555,-77.28652,Rt. 663 bridge,65,Southeastern Plains,65m,Rolling Coastal Plain,CM30,TRO,Tidewater,Upper Tarrara Creek,N,CM,Upper Tarrara Creek,301020409,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Southampton,175,30102040903,RL_5A_249943,VII,,,,,,3,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5AGHB002.52,,TRUE,37.10363889,-76.8163,2000 feet upstream from Rt 626,63,Middle Atlantic Coastal Plain,63e,Mid-Atlantic Flatwoods,CU60,TRO,Tidewater,Mill Swamp-Moores Swamp,N,CU,Moores Swamp-Mill Swamp,301020203,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Surry,181,30102020302,,,,,,,,1,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5AHZL000.77,,FALSE,37.075,-76.90472222,"Hazel Swamp at Rt 618, Hollybush Rd",65,Southeastern Plains,65m,Rolling Coastal Plain,CU58,PRO,Piedmont,Cypress Swamp-Johnchecohunk Swamp,N,CU,Johnchecohunk Swamp-Cypress Swamp,301020202,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Surry,181,30102020204,RL_5A_267177,VII,,,,,,1,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5AKIT000.67,,FALSE,36.93361111,-78.32833333,Kits Creek @ Rte 49,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136977,III,,,,,,2,,,,,,,,,,,,,,,,
Str,VDEQ_BUG,5AKIT002.65,5AKIT002.65_2004,FALSE,36.92990278,-78.35787778,N OF RT622 @ REHOBOTH,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136993,III,,,,,1,1,1.405008847,128,170,149.1382241,9.226731148,42,0,12.28346443,3.366442203,1.72847238,12.28346443,1093.69,1093.69,43.05868467,43.05868467,
Str,VDEQ_BUG,5AKIT002.65,5AKIT002.65_2011,FALSE,36.92990278,-78.35787778,N OF RT622 @ REHOBOTH,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136993,III,,,,,1,1,1.405008847,128,170,149.1382241,9.226731148,42,0,12.28346443,3.366442203,1.72847238,12.28346443,1093.69,1093.69,43.05868467,43.05868467,
Str,VDEQ_BUG,5AKIT002.65,5AKIT002.65_2013,FALSE,36.92990278,-78.35787778,N OF RT622 @ REHOBOTH,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136993,III,,,,,1,1,1.405008847,128,170,149.1382241,9.226731148,42,0,12.28346443,3.366442203,1.72847238,12.28346443,1093.69,1093.69,43.05868467,43.05868467,
Str,VDEQ_BUG,5AKIT002.65,5AKIT002.65_2015,FALSE,36.92990278,-78.35787778,N OF RT622 @ REHOBOTH,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136993,III,,,,,1,1,1.405008847,128,170,149.1382241,9.226731148,42,0,12.28346443,3.366442203,1.72847238,12.28346443,1093.69,1093.69,43.05868467,43.05868467,
Str,VDEQ_BUG,5AKIT002.65,5AKIT002.65_2017,FALSE,36.92990278,-78.35787778,N OF RT622 @ REHOBOTH,45,Piedmont,45c,Carolina Slate Belt,CM07,PRO,Piedmont,North Meherrin River-Reedy Creek,N,CM,Reedy Creek-North Meherrin River,301020402,Chowan and Dismal Swamp River Basin,5A,Chowan-Dismal,Lunenburg,111,30102040204,RL_5A_136993,III,,,,,1,1,1.405008847,128,170,149.1382241,9.226731148,42,0,12.28346443,3.366442203,1.72847238,12.28346443,1093.69,1093.69,43.05868467,43.05868467,
